our_Trip_ID,our_President,our_Destination_Country,our_Start_Date,colt_TripID,classification,detail
473,Fernando Henrique Cardoso,Mexico,2000-11-30,994-BRA-MEX-36859,Complementa,CityVisited: 'Mexico City'
474,Fernando Henrique Cardoso,South Korea,2001-01-19,994-BRA-KOR-36906,Complementa,CityVisited: 'Seoul'
475,Fernando Henrique Cardoso,United States,2001-03-29,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a United States en fechas 2001-03-29 - 2001-03-31
476,Fernando Henrique Cardoso,Canada,2001-04-20,994-BRA-CAN-37000,Complementa,CityVisited: 'Quebec City'
477,Fernando Henrique Cardoso,Peru,2001-07-28,994-BRA-PER-37099,Complementa,CityVisited: 'Lima'
478,Fernando Henrique Cardoso,Venezuela,2001-08-12,994-BRA-VEN-37116,Complementa,CityVisited: 'Caracas'
479,Fernando Henrique Cardoso,Ecuador,2001-09-27,994-BRA-ECU-37164,Complementa,CityVisited: 'Quito'
480,Fernando Henrique Cardoso,Spain,2001-10-25,994-BRA-ESP-37189,Complementa,CityVisited: 'Madrid'
481,Fernando Henrique Cardoso,France,2001-10-27,994-BRA-FRA-37193,Complementa,CityVisited: 'Paris'
482,Fernando Henrique Cardoso,United States,2001-11-08,994-BRA-USA-37202,Complementa,CityVisited: 'Washington D.C.'
483,Fernando Henrique Cardoso,Russia,2002-01-13,994-BRA-RUS-37268,Complementa,CityVisited: 'Moscow'
484,Fernando Henrique Cardoso,Sweden,2002-02-20,994-BRA-SWE-37309,Complementa,CityVisited: 'Stockholm'
485,Fernando Henrique Cardoso,Poland,2002-02-25,994-BRA-POL-37312,Complementa,CityVisited: 'Warsaw'
486,Fernando Henrique Cardoso,Slovakia,2002-02-26,994-BRA-SVK-37313,Complementa,CityVisited: 'Bratislava'
487,Fernando Henrique Cardoso,Chile,2002-03-17,994-BRA-CHL-37332,Complementa,CityVisited: 'Santiago'
488,Fernando Henrique Cardoso,Mexico,2002-03-21,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Mexico en fechas 2002-03-21 - 2002-03-22
489,Fernando Henrique Cardoso,South Africa,2002-08-31,994-BRA-ZAF-37500,Complementa,CityVisited: 'Johannesburg'
490,Fernando Henrique Cardoso,Portugal,2002-11-11,994-BRA-PRT-37569,Complementa,CityVisited: 'Lisbon'
491,Fernando Henrique Cardoso,United States,2002-12-08,994-BRA-USA-37597,Complementa,CityVisited: 'New York'
492,Luiz Inácio Lula da Silva,Ecuador,2003-01-15,1780-BRA-ECU-37636,Complementa,CityVisited: 'Quito'
493,Luiz Inácio Lula da Silva,Switzerland,2003-01-25,1780-BRA-CHE-37645,Complementa,CityVisited: 'Davos'
494,Luiz Inácio Lula da Silva,Germany,2003-01-27,1780-BRA-DEU-37649,Complementa,CityVisited: 'Berlin'
495,Luiz Inácio Lula da Silva,France,2003-01-28,1780-BRA-FRA-37650,Complementa,CityVisited: 'Paris'
496,Luiz Inácio Lula da Silva,Peru,2003-05-22,1780-BRA-PER-37763,Complementa,CityVisited: 'Cusco'
497,Luiz Inácio Lula da Silva,France,2003-06-01,1780-BRA-FRA-37772,Complementa,CityVisited: 'Évian-les-Bains'
498,Luiz Inácio Lula da Silva,United States,2003-06-20,1780-BRA-USA-37791,Complementa,CityVisited: 'Washington D.C.'
499,Luiz Inácio Lula da Silva,United States,2003-09-23,1780-BRA-USA-37888,Complementa,CityVisited: 'New York'
500,Luiz Inácio Lula da Silva,Cuba,2003-09-26,1780-BRA-CUB-37890,Complementa,CityVisited: 'Havana'
501,Luiz Inácio Lula da Silva,Sao Tome and Principe,2003-11-02,1780-BRA-STP-37927,Complementa,CityVisited: 'São Tomé'
502,Luiz Inácio Lula da Silva,Angola,2003-11-03,1780-BRA-AGO-37928,Complementa,CityVisited: 'Luanda'
503,Luiz Inácio Lula da Silva,Mozambique,2003-11-04,1780-BRA-MOZ-37929,Complementa,CityVisited: 'Maputo'
504,Luiz Inácio Lula da Silva,Namibia,2003-11-06,1780-BRA-NAM-37931,Complementa,CityVisited: 'Windhoek'
505,Luiz Inácio Lula da Silva,South Africa,2003-11-07,1780-BRA-ZAF-37932,Complementa,CityVisited: 'Pretoria'
506,Luiz Inácio Lula da Silva,Bolivia,2003-11-14,1780-BRA-BOL-37939,Complementa,CityVisited: 'Santa Cruz de la Sierra'
507,Luiz Inácio Lula da Silva,Syria,2003-12-03,1780-BRA-SYR-37958,Complementa,CityVisited: 'Damascus'
508,Luiz Inácio Lula da Silva,Lebanon,2003-12-05,1780-BRA-LBN-37959,Complementa,CityVisited: 'Beirut'
509,Luiz Inácio Lula da Silva,United Arab Emirates,2003-12-07,1780-BRA-ARE-37961,Complementa,CityVisited: 'Dubai'
510,Luiz Inácio Lula da Silva,Egypt,2003-12-08,1780-BRA-EGY-37963,Complementa,CityVisited: 'Cairo'
511,Luiz Inácio Lula da Silva,Libya,2003-12-10,1780-BRA-LBY-37964,Complementa,CityVisited: 'Tripoli'
512,Luiz Inácio Lula da Silva,Uruguay,2003-12-15,1780-BRA-URY-37970,Complementa,CityVisited: 'Montevideo'
513,Luiz Inácio Lula da Silva,Mexico,2004-01-11,1780-BRA-MEX-37998,Complementa,CityVisited: 'Monterrey'
514,Luiz Inácio Lula da Silva,India,2004-01-24,1780-BRA-IND-38011,Complementa,CityVisited: 'New Delhi'
515,Luiz Inácio Lula da Silva,Switzerland,2004-01-29,1780-BRA-CHE-38014,Complementa,CityVisited: 'Geneva'
516,Luiz Inácio Lula da Silva,Venezuela,2004-02-26,1780-BRA-VEN-38043,Complementa,CityVisited: 'Caracas'
517,Luiz Inácio Lula da Silva,China,2004-05-21,1780-BRA-CHN-38129,Complementa,CityVisited: 'Beijing'
518,Luiz Inácio Lula da Silva,Mexico,2004-05-28,1780-BRA-MEX-38134,Complementa,CityVisited: 'Guadalajara'
519,Luiz Inácio Lula da Silva,United States,2004-06-22,1780-BRA-USA-38160,Complementa,CityVisited: 'New York'
520,Luiz Inácio Lula da Silva,Sao Tome and Principe,2004-07-26,1780-BRA-STP-38194,Complementa,CityVisited: 'São Tomé'
521,Luiz Inácio Lula da Silva,Gabon,2004-07-27,1780-BRA-GAB-38195,Complementa,CityVisited: 'Libreville'
522,Luiz Inácio Lula da Silva,Cape Verde,2004-07-28,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Cape Verde en fechas 2004-07-28 - 2004-07-29
523,Luiz Inácio Lula da Silva,United States,2004-09-20,1780-BRA-USA-38250,Complementa,CityVisited: 'New York'
524,Luiz Inácio Lula da Silva,Costa Rica,2004-11-18,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Costa Rica en fechas 2004-11-18 - 2004-11-20
525,Luiz Inácio Lula da Silva,Peru,2004-12-07,1780-BRA-PER-38329,Complementa,CityVisited: 'Cusco'
526,Luiz Inácio Lula da Silva,Uruguay,2005-03-01,1780-BRA-URY-38412,Complementa,CityVisited: 'Montevideo'
527,Luiz Inácio Lula da Silva,South Korea,2005-05-24,1780-BRA-KOR-38495,Complementa,CityVisited: 'Seoul'
528,Luiz Inácio Lula da Silva,Portugal,2005-10-13,1780-BRA-PRT-38637,Complementa,CityVisited: 'Porto'
529,Luiz Inácio Lula da Silva,Spain,2005-10-14,1780-BRA-ESP-38638,Complementa,CityVisited: 'Salamanca'
530,Luiz Inácio Lula da Silva,Italy,2005-10-16,1780-BRA-ITA-38640,Complementa,CityVisited: 'Rome'
531,Luiz Inácio Lula da Silva,Russia,2005-10-17,1780-BRA-RUS-38642,Complementa,CityVisited: 'Moscow'
532,Luiz Inácio Lula da Silva,Argentina,2005-11-04,1780-BRA-ARG-38660,Complementa,CityVisited: 'Mar del Plata'
533,Luiz Inácio Lula da Silva,Argentina,2005-11-30,1780-BRA-ARG-38686,Complementa,CityVisited: 'Puerto Iguazú'
534,Luiz Inácio Lula da Silva,Uruguay,2005-12-08,1780-BRA-URY-38694,Complementa,CityVisited: 'Montevideo'
535,Luiz Inácio Lula da Silva,Colombia,2005-12-13,1780-BRA-COL-38699,Complementa,CityVisited: 'Bogotá'
536,Luiz Inácio Lula da Silva,Bolivia,2006-01-22,1780-BRA-BOL-38739,Complementa,CityVisited: 'La Paz'
537,Luiz Inácio Lula da Silva,Austria,2006-05-11,1780-BRA-AUT-38848,Complementa,CityVisited: 'Vienna'
538,Luiz Inácio Lula da Silva,Russia,2006-07-17,1780-BRA-RUS-38913,Complementa,CityVisited: 'Saint Petersburg'
539,Luiz Inácio Lula da Silva,United States,2006-09-19,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a United States en fechas 2006-09-19 - 2006-09-19
540,Luiz Inácio Lula da Silva,Uruguay,2006-11-03,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Uruguay en fechas 2006-11-03 - 2006-11-05
541,Luiz Inácio Lula da Silva,Nigeria,2006-11-30,1780-BRA-NGA-39049,Complementa,CityVisited: 'Abuja'
542,Luiz Inácio Lula da Silva,Bolivia,2006-12-08,1780-BRA-BOL-39059,Complementa,CityVisited: 'Cochabamba'
543,Luiz Inácio Lula da Silva,Ecuador,2007-01-15,1780-BRA-ECU-39097,Complementa,CityVisited: 'Quito'
544,Luiz Inácio Lula da Silva,United States,2007-03-31,1780-BRA-USA-39171,Complementa,CityVisited: 'Camp David'
545,Luiz Inácio Lula da Silva,India,2007-06-03,1780-BRA-IND-39236,Complementa,CityVisited: 'New Delhi'
546,Luiz Inácio Lula da Silva,Germany,2007-06-07,1780-BRA-DEU-39238,Complementa,CityVisited: 'Heiligendamm'
547,Luiz Inácio Lula da Silva,Portugal,2007-07-04,1780-BRA-PRT-39267,Complementa,CityVisited: 'Lisbon'
548,Luiz Inácio Lula da Silva,Sweden,2007-09-11,1780-BRA-SWE-39336,Complementa,CityVisited: 'Stockholm'
549,Luiz Inácio Lula da Silva,Denmark,2007-09-12,1780-BRA-DNK-39337,Complementa,CityVisited: 'Copenhagen'
550,Luiz Inácio Lula da Silva,Norway,2007-09-13,1780-BRA-NOR-39338,Complementa,CityVisited: 'Oslo'
551,Luiz Inácio Lula da Silva,United States,2007-09-25,1780-BRA-USA-39349,Complementa,CityVisited: 'New York'
552,Luiz Inácio Lula da Silva,Burkina Faso,2007-10-15,1780-BRA-BFA-39370,Complementa,CityVisited: 'Ouagadougou'
553,Luiz Inácio Lula da Silva,Republic of the Congo,2007-10-16,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Republic of the Congo en fechas 2007-10-16 - 2007-10-16
554,Luiz Inácio Lula da Silva,South Africa,2007-10-17,1780-BRA-ZAF-39372,Complementa,CityVisited: 'Pretoria'
555,Luiz Inácio Lula da Silva,Angola,2007-10-18,1780-BRA-AGO-39372,Complementa,CityVisited: 'Luanda'
556,Luiz Inácio Lula da Silva,Chile,2007-11-08,1780-BRA-CHL-39394,Complementa,CityVisited: 'Santiago'
557,Luiz Inácio Lula da Silva,Japan,2008-07-08,1780-BRA-JPN-39636,Complementa,CityVisited: 'Toyako'
558,Luiz Inácio Lula da Silva,Vietnam,2008-07-09,1780-BRA-VNM-39639,Complementa,CityVisited: 'Hanoi'
559,Luiz Inácio Lula da Silva,East Timor,2008-07-11,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a East Timor en fechas 2008-07-11 - 2008-07-11
560,Luiz Inácio Lula da Silva,Indonesia,2008-07-11,1780-BRA-IDN-39641,Complementa,CityVisited: 'Jakarta'
561,Luiz Inácio Lula da Silva,Bolivia,2008-07-18,1780-BRA-BOL-39647,Complementa,CityVisited: 'La Paz'
562,Luiz Inácio Lula da Silva,Colombia,2008-07-19,1780-BRA-COL-39648,Complementa,CityVisited: 'Bogotá'
563,Luiz Inácio Lula da Silva,Portugal,2008-07-24,1780-BRA-PRT-39653,Complementa,CityVisited: 'Lisbon'
564,Luiz Inácio Lula da Silva,Argentina,2008-08-03,1780-BRA-ARG-39663,Complementa,CityVisited: 'Buenos Aires'
565,Luiz Inácio Lula da Silva,China,2008-08-05,1780-BRA-CHN-39666,Complementa,CityVisited: 'Beijing'
566,Luiz Inácio Lula da Silva,Paraguay,2008-08-14,1780-BRA-PRY-39674,Complementa,CityVisited: 'Asunción'
567,Luiz Inácio Lula da Silva,Chile,2008-09-15,1780-BRA-CHL-39706,Complementa,CityVisited: 'Santiago'
568,Luiz Inácio Lula da Silva,United States,2008-09-21,1780-BRA-USA-39712,Complementa,CityVisited: 'New York'
569,Luiz Inácio Lula da Silva,Spain,2008-10-12,1780-BRA-ESP-39733,Complementa,CityVisited: 'Madrid'
570,Luiz Inácio Lula da Silva,India,2008-10-14,1780-BRA-IND-39735,Complementa,CityVisited: 'New Delhi'
571,Luiz Inácio Lula da Silva,Mozambique,2008-10-16,1780-BRA-MOZ-39737,Complementa,CityVisited: 'Maputo'
572,Luiz Inácio Lula da Silva,El Salvador,2008-10-29,1780-BRA-SLV-39750,Complementa,CityVisited: 'San Salvador'
573,Luiz Inácio Lula da Silva,United States,2008-11-14,1780-BRA-USA-39765,Complementa,CityVisited: 'Washington D.C.'
574,Luiz Inácio Lula da Silva,United States,2009-03-14,1780-BRA-USA-39885,Complementa,CityVisited: 'Washington D.C.'
575,Luiz Inácio Lula da Silva,Qatar,2009-03-30,1780-BRA-QAT-39901,Complementa,CityVisited: 'Doha'
576,Luiz Inácio Lula da Silva,United Kingdom,2009-04-01,1780-BRA-GBR-39904,Complementa,CityVisited: 'London'
577,Luiz Inácio Lula da Silva,Trinidad and Tobago,2009-04-17,1780-BRA-TTO-39920,Complementa,CityVisited: 'Port of Spain'
578,Luiz Inácio Lula da Silva,Saudi Arabia,2009-05-16,1780-BRA-SAU-39949,Complementa,CityVisited: 'Riyadh'
579,Luiz Inácio Lula da Silva,China,2009-05-18,1780-BRA-CHN-39951,Complementa,CityVisited: 'Beijing'
580,Luiz Inácio Lula da Silva,Turkey,2009-05-21,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Turkey en fechas 2009-05-21 - 2009-05-22
581,Luiz Inácio Lula da Silva,Switzerland,2009-06-15,1780-BRA-CHE-39977,Complementa,CityVisited: 'Geneva'
582,Luiz Inácio Lula da Silva,Russia,2009-06-16,1780-BRA-RUS-39980,Complementa,CityVisited: 'Yekaterinburg'
583,Luiz Inácio Lula da Silva,Italy,2009-07-08,1780-BRA-ITA-40001,Complementa,CityVisited: 'L'Aquila'
584,Luiz Inácio Lula da Silva,United States,2009-09-23,1780-BRA-USA-40077,Complementa,CityVisited: 'New York'
585,Luiz Inácio Lula da Silva,Venezuela,2009-09-26,1780-BRA-VEN-40081,Complementa,CityVisited: 'Isla Margarita'
586,Luiz Inácio Lula da Silva,Denmark,2009-10-01,1780-BRA-DNK-40085,Complementa,CityVisited: 'Copenhagen'
587,Luiz Inácio Lula da Silva,Denmark,2009-12-17,1780-BRA-DNK-40162,Complementa,CityVisited: 'Copenhagen'
589,Luiz Inácio Lula da Silva,Mexico,2010-02-22,1780-BRA-MEX-40230,Complementa,CityVisited: 'Cancún'
590,Luiz Inácio Lula da Silva,Haiti,2010-02-25,1780-BRA-HTI-40234,Complementa,CityVisited: 'Port-au-Prince'
591,Luiz Inácio Lula da Silva,Israel,2010-03-15,1780-BRA-ISR-40251,Complementa,CityVisited: 'Jerusalem'
592,Luiz Inácio Lula da Silva,Palestine,2010-03-17,1780-BRA-PSE-40253,Complementa,CityVisited: 'Ramallah'
593,Luiz Inácio Lula da Silva,Jordan,2010-03-17,1780-BRA-JOR-40254,Complementa,CityVisited: 'Amman'
594,Luiz Inácio Lula da Silva,United States,2010-04-12,1780-BRA-USA-40279,Complementa,CityVisited: 'Washington D.C.'
595,Luiz Inácio Lula da Silva,Russia,2010-05-13,1780-BRA-RUS-40311,Complementa,CityVisited: 'Moscow'
596,Luiz Inácio Lula da Silva,Iran,2010-05-16,1780-BRA-IRN-40313,Complementa,CityVisited: 'Tehran'
597,Luiz Inácio Lula da Silva,Spain,2010-05-18,1780-BRA-ESP-40315,Complementa,CityVisited: 'Madrid'
598,Luiz Inácio Lula da Silva,Argentina,2010-05-25,1780-BRA-ARG-40323,Complementa,CityVisited: 'Buenos Aires'
600,Luiz Inácio Lula da Silva,Cape Verde,2010-07-02,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Cape Verde en fechas 2010-07-02 - 2010-07-04
601,Luiz Inácio Lula da Silva,Equatorial Guinea,2010-07-04,1780-BRA-GNQ-40363,Complementa,CityVisited: 'Malabo'
602,Luiz Inácio Lula da Silva,Kenya,2010-07-06,1780-BRA-KEN-40364,Complementa,CityVisited: 'Nairobi'
603,Luiz Inácio Lula da Silva,Tanzania,2010-07-06,1780-BRA-TZA-40365,Complementa,CityVisited: 'Dar es Salaam'
604,Luiz Inácio Lula da Silva,Zambia,2010-07-07,1780-BRA-ZMB-40366,Complementa,CityVisited: 'Lusaka'
605,Luiz Inácio Lula da Silva,South Africa,2010-07-09,1780-BRA-ZAF-40367,Complementa,CityVisited: 'Johannesburg'
606,Luiz Inácio Lula da Silva,Mozambique,2010-11-09,1780-BRA-MOZ-40490,Complementa,CityVisited: 'Maputo'
607,Luiz Inácio Lula da Silva,South Korea,2010-11-11,1780-BRA-KOR-40493,Complementa,CityVisited: 'Seoul'
608,Luiz Inácio Lula da Silva,Guyana,2010-11-25,1780-BRA-GUY-40507,Complementa,CityVisited: 'Georgetown'
609,Luiz Inácio Lula da Silva,Argentina,2010-12-03,1780-BRA-ARG-40515,Complementa,CityVisited: 'Mar del Plata'
610,Dilma Rousseff,Argentina,2011-01-31,2652-BRA-ARG-40574,Complementa,CityVisited: 'Buenos Aires'
611,Dilma Rousseff,China,2011-04-11,2652-BRA-CHN-40643,Complementa,CityVisited: 'Beijing'
612,Dilma Rousseff,United States,2011-09-19,2652-BRA-USA-40807,Complementa,CityVisited: 'New York'
613,Dilma Rousseff,Belgium,2011-10-03,2652-BRA-BEL-40818,Complementa,CityVisited: 'Brussels'
614,Dilma Rousseff,Bulgaria,2011-10-05,2652-BRA-BGR-40821,Complementa,CityVisited: 'Sofia'
615,Dilma Rousseff,South Africa,2011-10-18,2652-BRA-ZAF-40833,Complementa,CityVisited: 'Pretoria'
616,Dilma Rousseff,France,2011-11-03,2652-BRA-FRA-40848,Complementa,CityVisited: 'Cannes'
617,Dilma Rousseff,Venezuela,2011-12-02,2652-BRA-VEN-40878,Complementa,CityVisited: 'Caracas'
618,Dilma Rousseff,Uruguay,2011-12-20,2652-BRA-URY-40897,Complementa,CityVisited: 'Montevideo'
619,Dilma Rousseff,Germany,2012-03-05,2652-BRA-DEU-40973,Complementa,CityVisited: 'Hannover'
620,Dilma Rousseff,India,2012-03-28,2652-BRA-IND-40995,Complementa,CityVisited: 'New Delhi'
621,Dilma Rousseff,United States,2012-04-09,2652-BRA-USA-41007,Complementa,CityVisited: 'Washington D.C.'
622,Dilma Rousseff,Colombia,2012-04-14,2652-BRA-COL-41013,Complementa,CityVisited: 'Cartagena'
623,Dilma Rousseff,Mexico,2012-06-18,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Mexico en fechas 2012-06-18 - 2012-06-19
624,Dilma Rousseff,Argentina,2012-06-29,2652-BRA-ARG-41089,Complementa,CityVisited: 'Mendoza'
625,Dilma Rousseff,United States,2012-09-23,2652-BRA-USA-41175,Complementa,CityVisited: 'New York'
626,Dilma Rousseff,Peru,2012-10-01,2652-BRA-PER-41184,Complementa,CityVisited: 'Lima'
627,Dilma Rousseff,Chile,2013-01-26,2652-BRA-CHL-41300,Complementa,CityVisited: 'Santiago'
628,Dilma Rousseff,Vatican City,2013-03-19,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Vatican City en fechas 2013-03-19 - 2013-03-19
629,Dilma Rousseff,South Africa,2013-03-26,2652-BRA-ZAF-41359,Complementa,CityVisited: 'Durban'
630,Dilma Rousseff,Ethiopia,2013-05-25,2652-BRA-ETH-41418,Complementa,CityVisited: 'Addis Ababa'
631,Dilma Rousseff,Russia,2013-09-05,2652-BRA-RUS-41520,Complementa,CityVisited: 'Saint Petersburg'
632,Dilma Rousseff,United States,2013-09-24,2652-BRA-USA-41540,Complementa,CityVisited: 'New York'
634,Dilma Rousseff,Cuba,2014-01-27,2652-BRA-CUB-41666,Complementa,CityVisited: 'Havana'
635,Dilma Rousseff,Bolivia,2014-06-14,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Bolivia en fechas 2014-06-14 - 2014-06-15
636,Dilma Rousseff,United States,2014-09-24,2652-BRA-USA-41905,Complementa,CityVisited: 'New York'
637,Dilma Rousseff,Australia,2014-11-15,2652-BRA-AUS-41956,Complementa,CityVisited: 'Brisbane'
638,Dilma Rousseff,Argentina,2014-12-17,2652-BRA-ARG-41990,Complementa,CityVisited: 'Paraná'
639,Dilma Rousseff,Costa Rica,2015-01-28,2652-BRA-CRI-42032,Complementa,CityVisited: 'Belén'
640,Dilma Rousseff,Panama,2015-04-10,2652-BRA-PAN-42104,Complementa,CityVisited: 'Panama City'
641,Dilma Rousseff,Mexico,2015-05-26,2652-BRA-MEX-42150,Complementa,CityVisited: 'Mexico City'
642,Dilma Rousseff,United States,2015-06-27,2652-BRA-USA-42182,Complementa,CityVisited: 'Washington D.C.'
643,Dilma Rousseff,Russia,2015-07-08,2652-BRA-RUS-42192,Complementa,CityVisited: 'Ufa'
644,Dilma Rousseff,United States,2015-09-25,2652-BRA-USA-42272,Complementa,CityVisited: 'New York'
645,Dilma Rousseff,Sweden,2015-10-19,2652-BRA-SWE-42295,Complementa,CityVisited: 'Stockholm'
646,Dilma Rousseff,Finland,2015-10-20,2652-BRA-FIN-42297,Complementa,CityVisited: 'Helsinki'
647,Dilma Rousseff,Turkey,2015-11-15,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Turkey en fechas 2015-11-15 - 2015-11-16
648,Dilma Rousseff,France,2015-11-30,2652-BRA-FRA-42336,Complementa,CityVisited: 'Paris'
649,Dilma Rousseff,Paraguay,2015-12-21,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Paraguay en fechas 2015-12-21 - 2015-12-21
650,Dilma Rousseff,Ecuador,2016-01-27,2652-BRA-ECU-42395,Complementa,CityVisited: 'Quito'
651,Dilma Rousseff,United States,2016-04-22,2652-BRA-USA-42482,Complementa,CityVisited: 'New York'
652,Michel Temer,China,2016-09-02,3224-BRA-CHN-42615,Complementa,CityVisited: 'Hangzhou'
653,Michel Temer,United States,2016-09-20,3224-BRA-USA-42633,Complementa,CityVisited: 'New York'
654,Michel Temer,Argentina,2016-10-03,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Argentina en fechas 2016-10-03 - 2016-10-03
655,Michel Temer,India,2016-10-15,3224-BRA-IND-42658,Complementa,CityVisited: 'Goa'
656,Michel Temer,Japan,2016-10-18,3224-BRA-JPN-42660,Complementa,CityVisited: 'Tokyo'
657,Michel Temer,Portugal,2017-01-10,3224-BRA-PRT-42745,Complementa,CityVisited: 'Lisbon'
658,Michel Temer,Russia,2017-06-20,3224-BRA-RUS-42906,Complementa,CityVisited: 'Moscow'
659,Michel Temer,Norway,2017-06-22,3224-BRA-NOR-42908,Complementa,CityVisited: 'Oslo'
660,Michel Temer,Germany,2017-07-07,3224-BRA-DEU-42923,Complementa,CityVisited: 'Hamburg'
661,Michel Temer,China,2017-08-31,3224-BRA-CHN-42978,Complementa,CityVisited: 'Beijing'
662,Michel Temer,United States,2017-09-19,3224-BRA-USA-42997,Complementa,CityVisited: 'New York'
663,Michel Temer,Switzerland,2018-01-24,3224-BRA-CHE-43123,Complementa,CityVisited: 'Davos'
664,Michel Temer,Peru,2018-04-13,3224-BRA-PER-43203,Complementa,CityVisited: 'Lima'
665,Michel Temer,South Africa,2018-07-26,3224-BRA-ZAF-43306,Complementa,CityVisited: 'Johannesburg'
666,Michel Temer,Paraguay,2018-08-15,,Complementa (viaje ausente en COLT),COLT no registra ningun viaje de Brazil a Paraguay en fechas 2018-08-15 - 2018-08-15
667,Michel Temer,United States,2018-09-25,3224-BRA-USA-43367,Complementa,CityVisited: 'New York'
668,Michel Temer,Argentina,2018-11-30,3224-BRA-ARG-43434,Complementa,CityVisited: 'Buenos Aires'
669,Michel Temer,Uruguay,2018-12-18,3224-BRA-URY-43452,Complementa,CityVisited: 'Montevideo'
670,Jair Bolsonaro,Switzerland,2019-01-22,3531-BRA-CHE-43487,Complementa,CityVisited: 'Davos'
671,Jair Bolsonaro,United States,2019-03-18,3531-BRA-USA-43542,Complementa,CityVisited: 'Washington D.C.'
672,Jair Bolsonaro,Chile,2019-03-22,3531-BRA-CHL-43546,Complementa,CityVisited: 'Santiago'
673,Jair Bolsonaro,Israel,2019-03-31,3531-BRA-ISR-43554,Complementa,CityVisited: 'Jerusalem'
674,Jair Bolsonaro,Argentina,2019-06-06,3531-BRA-ARG-43622,Complementa,CityVisited: 'Buenos Aires'
675,Jair Bolsonaro,Japan,2019-06-28,3531-BRA-JPN-43643,Complementa,CityVisited: 'Osaka'
676,Jair Bolsonaro,Argentina,2019-07-17,3531-BRA-ARG-43663,Complementa,CityVisited: 'Santa Fe'
677,Jair Bolsonaro,United States,2019-09-24,3531-BRA-USA-43731,Complementa,CityVisited: 'New York'
678,Jair Bolsonaro,Japan,2019-10-22,3531-BRA-JPN-43759,Complementa,CityVisited: 'Tokyo'
679,Jair Bolsonaro,China,2019-10-24,3531-BRA-CHN-43762,Complementa,CityVisited: 'Beijing'
680,Jair Bolsonaro,United Arab Emirates,2019-10-26,3531-BRA-ARE-43764,Complementa,CityVisited: 'Abu Dhabi'
681,Jair Bolsonaro,Qatar,2019-10-28,3531-BRA-QAT-43766,Complementa,CityVisited: 'Doha'
682,Jair Bolsonaro,Saudi Arabia,2019-10-29,3531-BRA-SAU-43767,Complementa,CityVisited: 'Riyadh'
683,Jair Bolsonaro,India,2020-01-24,3531-BRA-IND-43855,Complementa,CityVisited: 'New Delhi'
684,Jair Bolsonaro,Uruguay,2020-03-01,3531-BRA-URY-43891,Complementa,CityVisited: 'Montevideo'
685,Jair Bolsonaro,United States,2020-03-07,3531-BRA-USA-43897,Complementa,CityVisited: 'Palm Beach'
686,Jair Bolsonaro,Ecuador,2021-05-24,3531-BRA-ECU-44339,Complementa,CityVisited: 'Quito'
687,Jair Bolsonaro,United States,2021-09-19,3531-BRA-USA-44458,Complementa,CityVisited: 'New York'
688,Jair Bolsonaro,Italy,2021-10-29,3531-BRA-ITA-44498,Complementa,CityVisited: 'Rome'
689,Jair Bolsonaro,United Arab Emirates,2021-11-13,3531-BRA-ARE-44513,Complementa,CityVisited: 'Dubai'
690,Jair Bolsonaro,Bahrain,2021-11-16,3531-BRA-BHR-44516,Complementa,CityVisited: 'Manama'
691,Jair Bolsonaro,Qatar,2021-11-17,3531-BRA-QAT-44517,Complementa,CityVisited: 'Doha'
692,Jair Bolsonaro,Russia,2022-02-15,3531-BRA-RUS-44607,Complementa,CityVisited: 'Moscow'
693,Jair Bolsonaro,Hungary,2022-02-17,3531-BRA-HUN-44609,Complementa,CityVisited: 'Budapest'
694,Jair Bolsonaro,United States,2022-06-08,3531-BRA-USA-44719,Complementa,CityVisited: 'Los Angeles'
695,Jair Bolsonaro,United Kingdom,2022-09-18,3531-BRA-GBR-44823,Complementa,CityVisited: 'London'
696,Jair Bolsonaro,United States,2022-09-20,3531-BRA-USA-44823,Complementa,CityVisited: 'New York'
697,Jair Bolsonaro,United States,2022-12-30,3531-BRA-USA-44925,Complementa,CityVisited: 'Orlando'
699,Luiz Inácio Lula da Silva,Argentina,2023-01-23,1780-BRA-ARG-44948,Complementa,CityVisited: 'Buenos Aires'
