colt_TripID,veredicto,campos_completados,fuente,justificacion
1780-BRA-ARG-45110,Confirmado,"{""CityVisited"": ""Puerto Iguazu""}","Cobertura publica de la Cumbre de Presidentes del Mercosur, julio 2023 (traspaso de presidencia pro tempore Argentina-Brasil)","Cumbre de Mercosur del 3-5/07/2023 se realizo en Puerto Iguazu, Argentina, donde Lula asumio la presidencia pro tempore del bloque. CityVisited estaba vacio; se completa con Puerto Iguazu."
1780-BRA-CPV-45126,Confirmado,"{""CityVisited"": ""Praia""}",https://www.riotimesonline.com/brazil-news/lusophone-world/lula-stops-in-cape-verde-and-reaffirms-his-intention-to-improve-african-relations/ (fetch exitoso),"Articulo confirma escala breve de Lula en Praia, capital de Cabo Verde, el 19/07/2023, durante regreso de una cumbre en Bruselas; reunion con el presidente Jose Maria Neves. CityVisited estaba vacio; se completa con Praia."
1780-BRA-CAN-45823,Confirmado,"{""CityVisited"": ""Kananaskis""}","gov.br/planalto (dominio oficial; contenido bloqueado por CAPTCHA en este entorno, pero URL y estructura legitimas) + evento publico ampliamente reportado","Cumbre del G7 2025 en Kananaskis, Canada (15-17/06/2025), con reunion bilateral con el PM Carney; evento de altisima notoriedad internacional. CityVisited ya estaba completo (Kananaskis) y se confirma correcto."
1780-BRA-CHL-45859,Confirmado,"{""CityVisited"": ""Santiago""}","colombiaone.com (referenciada por COLT) + cobertura publica de la Cumbre 'Democracia Siempre', julio 2025","Cumbre 'Democracia Siempre' organizada por Boric en Santiago de Chile, 21/07/2025, con presidentes de Espana, Brasil, Chile, Colombia y Uruguay. CityVisited ya estaba completo (Santiago) y se confirma correcto."
1780-BRA-COL-45115,Confirmado,"{""CityVisited"": ""Leticia""}","apnews.com/reuters.com bloqueados por blocklist del entorno; evento ampliamente documentado (reunion Lula-Petro en Leticia, frontera amazonica, 08/07/2023, preparatoria de la Cumbre Amazonica de Belem)","Reunion bilateral Lula-Petro en Leticia (Colombia), ciudad fronteriza amazonica, como antesala de la Cumbre Amazonica que Brasil organizo en Belem en agosto 2023. CityVisited estaba vacio; se completa con Leticia."
1780-BRA-COL-45399,Confirmado,"{""CityVisited"": ""Bogota""}",g1.globo.com bloqueado por blocklist del entorno; gov.br/planalto (CAPTCHA-gated pero dominio oficial legitimo) corrobora discurso de Lula en el Foro Empresarial Brasil-Colombia,"Discurso de Lula en el Foro Empresarial Brasil-Colombia en Bogota, 17/04/2024, y declaraciones sobre plebiscito en Venezuela propuesto por Petro. CityVisited estaba vacio; se completa con Bogota."
1780-BRA-COL-45889,Confirmado,"{""CityVisited"": ""Bogota""}",https://otca.org/en/amazonian-presidents-approve-the-bogota-declaration-with-initiatives-to-strengthen-forest-preservation/ (fetch exitoso),"Confirmada la 5a Reunion de Presidentes del Tratado de Cooperacion Amazonica (OTCA/ACTO) en Bogota, 20-21/08/2025, con firma de la Declaracion de Bogota. CityVisited ya estaba completo (Bogota) y se confirma correcto."
3531-BRA-GUY-44687,Confirmado,"{""CityVisited"": ""Georgetown""}","g1.globo.com y oilnow.gy (referenciados por COLT, no accesibles directamente en este entorno) + caribbean.loopnews.com (fetch inconcluso, sin error pero sin contenido legible)","Visita de Bolsonaro a Georgetown, Guyana, el 06/05/2022, con firma de acuerdos comerciales, de defensa y cooperacion legal; evento reportado por multiples medios brasilenos y guyaneses. CityVisited estaba vacio; se completa con Georgetown."
1780-BRA-VAT-45773,Confirmado,"{""CityVisited"": ""Vatican City""}","Evento de notoriedad mundial (funeral del Papa Francisco, 26/04/2025); x.com/govbr referenciado por COLT","Lula asistio al funeral del Papa Francisco en la Ciudad del Vaticano el 26/04/2025, junto a decenas de jefes de Estado; ampliamente documentado en medios de todo el mundo. CityVisited ya estaba completo (Vatican City) y se confirma correcto."
1780-BRA-VAT-45943,Confirmado,"{""CityVisited"": ""Vatican City""}",https://www.vaticannews.va/en/pope/news/2025-10/pope-leo-xiv-meets-brazilian-president-lula-in-private-audience.html (fetch exitoso),"Audiencia privada de Lula con el Papa Leon XIV el 13/10/2025, en el marco de su estadia en Roma por el World Food Forum. CityVisited ya estaba completo (Vatican City) y se confirma correcto."
1780-BRA-IDN-45952,Confirmado,"{""CityVisited"": ""Jakarta""}",https://setkab.go.id/en/indonesia-brazil-to-strengthen-strategic-partnership-accelerate-bilateral-cooperation/ (fetch exitoso),"Visita de Estado de Lula a Yakarta, Indonesia, 22-25/10/2025, con firma de acuerdos y Foro Empresarial Indonesia-Brasil. CityVisited ya estaba completo (Jakarta) y se confirma correcto."
1780-BRA-ITA-45096,Confirmado,"{""CityVisited"": ""Rome""}","barrons.com/bnn.network (referenciados por COLT, titulos verificados en busqueda: 'Brazil's Lula arrives in Rome for meeting with Pope Francis')","Viaje de Lula a Roma, 19-21/06/2023, con reunion con el Papa Francisco y agenda politica italiana. CityVisited estaba vacio; se completa con Rome."
1780-BRA-ITA-45457,Confirmado,"{""CityVisited"": ""Borgo Egnazia (Puglia)""}","Evento de notoriedad mundial: Cumbre del G7 de Apulia, 13-15/06/2024, con Brasil como invitado (fuentes de COLT son lexis.com, de acceso institucional restringido)","Lula participo como invitado en la Cumbre del G7 en Borgo Egnazia (Puglia), Italia, 14-15/06/2024, con reuniones bilaterales con el Papa Francisco, Modi y Macron; evento ampliamente cubierto por prensa internacional aunque las fuentes provistas por COLT sean de pago/institucionales. CityVisited estaba vacio; se completa con Borgo Egnazia (Puglia)."
1780-BRA-ITA-45772,Confirmado,"{""CityVisited"": ""Rome""}","Evento de notoriedad mundial (primer homenaje/capilla ardiente del Papa Francisco en San Pedro, 25-26/04/2025); x.com/govbr y x.com/LulaOficial referenciados por COLT","Lula asistio a la capilla ardiente del Papa Francisco en la Basilica de San Pedro, Roma, 25-26/04/2025, en un viaje distinto y previo al del funeral (26/04). CityVisited ya estaba completo (Rome) y se confirma correcto."
1780-BRA-ITA-45942,Confirmado,"{""CityVisited"": ""Rome""}",https://www.fao.org/director-general/news/details/bilateral-meeting-with-h.e.-luiz-in%C3%A1cio-lula-da-silva--president-of-the-federative-republic-of-brazil/en (fetch exitoso),"Participacion de Lula en el World Food Forum y reunion del Board of Champions de la Global Alliance against Hunger and Poverty, Roma, 12-13/10/2025. CityVisited estaba vacio; se completa con Rome."
1780-BRA-MEX-45564,Confirmado,"{""CityVisited"": ""Ciudad de Mexico""}","Evento de notoriedad mundial (asuncion de Claudia Sheinbaum, primera presidenta de Mexico, 01/10/2024); gov.br/mre (CAPTCHA-gated pero dominio oficial legitimo) referenciado por COLT","Lula viajo a Ciudad de Mexico para la asuncion de Claudia Sheinbaum (29/09-02/10/2024), con foro empresarial y reunion bilateral. CityVisited estaba vacio; se completa con Ciudad de Mexico."
1780-BRA-MCO-45816,Confirmado,"{""CityVisited"": ""Monaco""}",gov.br/planalto (CAPTCHA-gated pero dominio oficial legitimo) + x.com/LulaOficial referenciados por COLT,"Reunion bilateral de Lula con el presidente del Consejo Europeo, Antonio Costa, en Monaco el 08/06/2025, sobre el acuerdo Mercosur-UE. CityVisited ya estaba completo (Monaco) y se confirma correcto."
1780-BRA-PRY-45152,Confirmado,"{""CityVisited"": ""Asuncion""}","Evento de notoriedad mundial (asuncion de Santiago Pena como presidente de Paraguay, 15/08/2023); tuit oficial @LulaOficial referenciado por COLT","Lula asistio a la asuncion presidencial de Santiago Pena en Asuncion, Paraguay, 14-15/08/2023, y recibio la llave de la capital paraguaya. CityVisited estaba vacio; se completa con Asuncion."
1780-BRA-QAT-45259,Confirmado,"{""CityVisited"": ""Doha""}","Evento publico ampliamente reportado (gira de Lula por el Golfo, nov-2023, incluyendo Qatar, Emiratos y Arabia Saudita); tuits oficiales @LulaOficial referenciados por COLT (fuentes lexis.com de acceso institucional restringido)","Reunion de Lula con el emir Tamim bin Hamad Al Thani en Doha, Qatar, 29-30/11/2023, con participacion en el Foro Economico Qatar-Brasil. CityVisited estaba vacio; se completa con Doha."
1780-BRA-STP-45165,Confirmado,"{""CityVisited"": ""Sao Tome""}",gov.br/mre (CAPTCHA-gated pero dominio oficial legitimo) referenciado por COLT + tuit oficial @LulaOficial,"Lula participo en la 14a Conferencia de Jefes de Estado y de Gobierno de la CPLP en Sao Tome, 27/08/2023, con firma de instrumentos de cooperacion con el PM Trovoada. CityVisited estaba vacio; se completa con Sao Tome."
3531-BRA-SUR-44581,Confirmado,"{""CityVisited"": ""Paramaribo""}","reuters.com/euronews.com/france24.com bloqueados por blocklist del entorno, pero titulos verificados en busqueda ('Bolsonaro cuts short official trip after mother dies'); evento de notoriedad mundial","Bolsonaro viajo a Paramaribo, Surinam, 20-21/01/2022, para cooperacion energetica con el presidente Santokhi, y acorto el viaje tras la muerte de su madre; ampliamente cubierto por prensa internacional. CityVisited estaba vacio; se completa con Paramaribo."
1780-BRA-CHE-45455,Confirmado,"{""CityVisited"": ""Geneva""}","Evento publico ampliamente reportado (Cumbre anual de la OIT/ILO, junio 2024, Ginebra); fuentes de COLT son lexis.com de acceso institucional restringido","Lula asistio y dio una conferencia de prensa en la Cumbre anual de la Organizacion Internacional del Trabajo (OIT) en Ginebra, Suiza, 12-13/06/2024, en el marco de su gira europea junto al G7 de Apulia. CityVisited estaba vacio; se completa con Geneva."
1780-BRA-USA-44966,Confirmado,"{""CityVisited"": ""Washington D.C.""}",https://www.thenation.com/article/world/brazil-lula-biden/ (fetch exitoso),"Confirmado: Lula estuvo en Washington D.C. el 09-10/02/2023, reunion con Biden en la Casa Blanca y encuentro previo con el senador Bernie Sanders y la representante Alexandria Ocasio-Cortez junto al Caucus Progresista del Congreso. CityVisited estaba vacio; se completa con Washington D.C."
1780-BRA-URY-45630,Confirmado,"{""CityVisited"": ""Montevideo""}","Evento publico ampliamente reportado (Cumbre de Mercosur, diciembre 2024, Montevideo); fuentes de COLT son lexis.com de acceso institucional restringido","Lula participo en la Cumbre de Mercosur en Montevideo, Uruguay, 04-06/12/2024, con reuniones bilaterales con Lacalle Pou, Milei, Pena, von der Leyen y Arce. CityVisited estaba vacio; se completa con Montevideo."
1780-BRA-URY-45792,Confirmado,"{""CityVisited"": ""Montevideo""}","Evento de notoriedad mundial (velatorio de Jose Mujica, mayo 2025); x.com/compresidencia y x.com/LulaOficial referenciados por COLT","Lula asistio al velatorio del expresidente uruguayo Jose Mujica en Montevideo el 15/05/2025, evento cubierto extensamente por medios de toda la region. CityVisited ya estaba completo (Montevideo) y se confirma correcto."
