colt_TripID,veredicto,valor_original_o_notas_previas,campos_completados_o_accion,fuente,justificacion,fecha_aplicado,estado
3909-CHL-CHL-45253,Confirmado,,CityVisited=Base Aerea Antartica Presidente Eduardo Frei Montalva; Glaciar Collins,https://radio.uchile.cl/2023/11/23/secretario-general-de-la-onu-y-presidente-boric-alertan-sobre-el-papel-clave-de-la-antartica-en-la-regulacion-del-clima/ ; https://www.gob.cl/noticias/viaje-antartica-presidente-boric-secretario-general-onu-guterres-importancia/,"Confirmado: Boric y el Secretario General de la ONU Antonio Guterres recorrieron el territorio antartico chileno (Base Frei, glaciar Collins, isla Kopaitic, Rada Covadonga) entre el 23 y el 25 de noviembre de 2023, en visperas de la COP28, coincidiendo con las fechas de COLT (23-25/11). Misma observacion metodologica que el viaje anterior: territorio antartico chileno, no un tercer pais, lo que puede explicar su ausencia en nuestra base sin que sea necesariamente una brecha real.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
3909-CHL-CHL-45660,Confirmado,,,https://www.emol.com/noticias/Nacional/2025/01/04/1153164/amundsen-scott-visita-boric-antartica.html ; https://radio.uchile.cl/2025/01/02/hito-diplomatico-cientifico-y-medioambiental-boric-sera-el-tercer-jefe-de-estado-en-llegar-al-polo-sur/,"Confirmado: Operacion 'Estrella Polar III' (2-4 enero 2025), en la que Boric se convirtio en el primer presidente latinoamericano en llegar al Polo Sur, visitando la Estacion Glaciar Union y la base estadounidense Amundsen-Scott; fechas coinciden con COLT (3-4/1/2025). CityVisited ya viene completo en el registro de COLT (Amundsen-Scott American Base), no requiere edicion. Nota: al ser una base de otro pais (EEUU) dentro del continente antartico, es un caso limite entre viaje domestico e internacional; se sugiere revisar si corresponde incorporarlo a nuestra base bajo un criterio especial.",2026-08-17,CONFIRMADO_SIN_CAMPOS_NUEVOS
3909-CHL-SLV-45443,Descartado,Attended the presidential inauguration ceremony of President re-elect Nayib Bukele.,"(Notes flageado, fila no eliminada)",https://www.infobae.com/america/america-latina/2024/06/01/en-vivo-nayib-bukele-asume-su-segundo-mandato-en-el-salvador/,"No se encontro evidencia de que Boric haya asistido personalmente a la segunda investidura de Nayib Bukele (1/6/2024). Las listas de mandatarios presentes (Milei, Noboa, Castro, Felipe VI, Chaves, etc.) publicadas por medios que cubrieron el evento NO incluyen a Boric; Chile envio una representacion de menor rango (no identificada con precision en las fuentes consultadas). Esto es consistente con la conocida tension publica entre Boric y Bukele por criticas mutuas sobre autoritarismo y derechos humanos. Se marca como Descartado; se recomienda no incorporar este viaje a la base salvo que aparezca evidencia directa de viaje presidencial (ej. comunicado de Presidencia o Cancilleria chilena).",2026-08-17,DESCARTADO_FLAGEADO
3909-CHL-VAT-45943,Confirmado,,,https://www.gob.cl/en/news/president-gabriel-boric-received-in-private-audience-by-pope-leo-xiv-during-official-visit-to-the-holy-see/ ; https://www.t13.cl/amp/noticia/politica/presidente-boric-reunio-papa-leon-xiv-vaticano-invitacion-visitar-chile-13-10-2025,"Confirmado: Boric fue recibido en audiencia privada por el papa Leon XIV en el Vaticano el 13/10/2025, coincidiendo exactamente con la fecha unica registrada por COLT. CityVisited ya viene completo (Vatican City). Nota metodologica: esta visita al Vaticano fue el primer tramo de una gira mas amplia que continuo en Italia (13-15/10, ver TripID 3909-CHL-ITA-45943); es posible que nuestra base, si registra el viaje a Italia como una sola entrada, ya incluya implicitamente esta escala en el Vaticano como actividad dentro de esa gira, en cuyo caso no seria una brecha real sino una diferencia de granularidad (COLT separa Vaticano/Italia como paises distintos, lo cual es correcto dado que la Santa Sede es un Estado soberano distinto de Italia).",2026-08-17,CONFIRMADO_SIN_CAMPOS_NUEVOS
3909-CHL-ITA-45943,Confirmado,,,https://www.latercera.com/politica/noticia/presidente-gabriel-boric-ya-se-encuentra-en-italia-para-visita-oficial-en-la-cual-se-reunira-con-el-papa-leon-xiv/ ; https://www.gob.cl/en/news/working-visit-to-italy-president-gabriel-boric-inaugurates-fao-investment-forum/,"Confirmado: gira de trabajo en Italia del 13 al 15 de octubre de 2025 (reunion con el presidente Sergio Mattarella, inauguracion del Foro Hand-in-Hand de la FAO, conmemoracion de los 50 anios del atentado a Bernardo Leighton), coincidiendo con las fechas de COLT. CityVisited ya viene completo (Rome). Ver nota metodologica en el item del Vaticano (mismo viaje/gira, paises distintos segun division de COLT).",2026-08-17,CONFIRMADO_SIN_CAMPOS_NUEVOS
3909-CHL-MEX-45564,Confirmado,,CityVisited=Ciudad de Mexico,https://radio.uchile.cl/2024/09/29/presidente-boric-inicia-gira-por-mexico-asistira-a-investidura-de-claudia-sheinbaum/ ; https://embamex.sre.gob.mx/chile/index.php/comunicados/440-visita-toma-posecion-presidenta,"Confirmado: Boric viajo a Ciudad de Mexico para la ceremonia de Transmision de Mando Presidencial en que Claudia Sheinbaum asumio como presidenta el martes 1/10/2024, llegando la manana del 30/9 y participando en actividades oficiales (almuerzo de despedida a AMLO, bilateral con la jefa de gobierno CDMX electa Clara Brugada). Las fechas de COLT (29/9-2/10) son razonables considerando dia de partida desde Chile y de regreso.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
3909-CHL-PRY-45479,Confirmado,,CityVisited=Asuncion,https://www.emol.com/noticias/Nacional/2024/07/16/1136770/boric-emprende-visita-oficial-paraguay.html ; https://www.latercera.com/politica/noticia/visita-oficial-de-boric-a-paraguay-mandatario-sera-acompanado-por-ministros-parlamentarios-y-una-delegacion-empresarial/PMPTU2BKVFDWHEDMYISUFM4LQI/,"El viaje SI ocurrio y esta ampliamente documentado (contrario a la nota de baja confianza de COLT que decia 'nature of visit unclear'): fue una visita oficial de Boric a Paraguay centrada en comercio e interconexion vial (Corredor Bioceanico), con reunion empresarial en el Banco Central, bilateral con el presidente Santiago Pena y discurso ante el Congreso paraguayo. Sin embargo, las FECHAS que registra COLT (2024-07-06 a 2024-07-08) son ERRONEAS: multiples medios (Emol, La Tercera, Cooperativa, BioBioChile, Minrel) coinciden en que la visita fue el 16 y 17 de julio de 2024, no del 6 al 8. Valor correcto propuesto: TripStartDate 2024-07-16, TripEndDate 2024-07-17 (10 dias despues de lo registrado por COLT).",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
3909-CHL-KOR-45960,Confirmado,,,https://cooperativa.cl/noticias/pais/presidente-boric/viajes-al-exterior/presidente-boric-viajara-a-corea-del-sur-para-participar-en-cumbre-de-apec/2025-10-25/155805.html ; https://laprensaaustral.cl/2025/10/30/presidente-boric-llego-a-corea-del-sur-para-participar-en-cumbre-de-la-apec/,"Confirmado: Boric arribo a Seul el jueves 30/10/2025 (visita de trabajo, seminario empresarial Chile-Corea, KIST, reunion con Ban Ki-moon), y luego se traslado a Gyeongju para la cumbre de lideres APEC realizada el 31/10 y 1/11/2025, siendo el unico presidente latinoamericano presente. Fechas coinciden exactamente con COLT (30/10-1/11). CityVisited ya viene completo (Seoul;Gyeongju).",2026-08-17,CONFIRMADO_SIN_CAMPOS_NUEVOS
3909-CHL-ESP-45212,Confirmado,,CityVisited=Madrid,https://www.cnnchile.com/pais/viaje-boric-china-escalas-avion-fach_20231012/,"Confirmado: Madrid fue la tercera escala del viaje de Boric a China (avion FACh partio de Chile el 12/10/2023 a la 13:00 hrs, con 6 escalas), y durante esa escala en Espana (13/10/2023) Boric se reunio con la tripulacion de la FACh que habia participado en la evacuacion de chilenos desde la zona de conflicto en Israel. Coincide con la fecha unica registrada por COLT (13/10/2023). Es consistente con nuestra base, que ya registra por separado el viaje a China (Trip 162, discrepancia arriba resuelta) del 14 al 19/10/2023.",2026-08-17,CONFIRMADO_CAMPOS_COMPLETADOS
3909-CHL-URY-45792,Confirmado,,,"https://www.emol.com/noticias/Nacional/2025/... (Reuters/agencias, referenciado en colt_links) ; tweets oficiales x.com/GabrielBoric/status/1923133065573847458 y x.com/compresidencia/status/1923074169740140951 (15/5/2025)","Confirmado: Boric viajo a Montevideo el 15/5/2025 para asistir al velorio del expresidente uruguayo Jose 'Pepe' Mujica, fallecido el 13/5/2025. Los timestamps de los tweets oficiales citados por COLT corresponden efectivamente al 15/5/2025, coincidiendo con la fecha unica registrada. CityVisited ya viene completo (Montevideo).",2026-08-17,CONFIRMADO_SIN_CAMPOS_NUEVOS
