TripID,LeaderID,LeaderCountryOrIGO,LeaderCountryISO,LeaderRegion,LeaderSubregion,PriorityLeader,LeaderRole,LeaderTitle,LeaderSurname,LeaderFullName,Exiled,CountryVisited,CountryVisitedISO,RegionVisited,SubRegionVisited,CityVisited,DisputedTerritory,SemiAutoTerritory,TripYear,TripStartDate,TripEndDate,TripDuration,SubHOGSTravelWithHOGS,CotravelHOGS,MetHostHoGS,HostHOGSName,SubHOGSmetHostSubHOGS,HostSubHOGSName,AttendedMultilatEvent,NameMultilatEvent,AttendedMultilatMinisterialEvent,NameMultilatMinisterialEvent,MetNonhostHOGS,NonhostHOGSNames,PublicAddress,SignedAgreement,CulturalSiteOrCeremony,BusinessLeaderOrForum,MetIGOLeader,IGOLeaderName,Notes,Confidence(1-5),SourceLink1,SourceLink2,SourceLink3,SourceLink4,SourceLink5,SourceLink6,SourceLink7,SourceLink8,SourceLink9,SourceLink10,SourceLink11,SourceLink12,SourceLink13,SourceLink14,SourceLink15,SourceLink16,SourceLink17,SourceLink18,SourceLink19,SourceLink20,SourceLink21,SourceLink22,SourceLink23,SourceLink24,SourceLink25,SourceLink26,SourceLink27,SourceLink28,SourceLink29,SourceLink30,SourceLink31,SourceLink32,SourceLink33
949-COL-CAN-35811,949,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Pizano,Ernesto Samper Pizano,0,Canada,CAN,Northern America,North America,,No,No,1998,1998-01-16,1998-01-20,5,No,,No,,No,,No,,No,,No,,No,No,No,No,No,,"Purpose of trip was to visit son Andres;who lives in Montreal and for a medical checkup [PE-Latam 2026-09-01: revisado, TripStartDate queda No_verificable -Se trata de un viaje descrito por las propias Notes de COLT como de caracter privado (visita al hijo Andres, residente en Montreal, y un chequeo medic-]",1,http://search.proquest.com/docview/433240605?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/433242303/fulltext/F15007AF994648C0PQ/13?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337-COL-CAN-36310,1337,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Arango,Andres Pastrana Arango,0,Canada,CAN,Northern America,North America,,No,No,1999,1999-05-30,1999-06-01,3,No,,Yes,Prime Minister Jean Chretien,No,,No,,No,,No,,No,Yes,Yes,No,No,,,1,http://0-search.proquest.com.bianca.penlib.du.edu/docview/1136260391/EAE78D4F11F442A3PQ/11?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/1138313239/EAE78D4F11F442A3PQ/12?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/352480399/EAE78D4F11F442A3PQ/28?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/279276378/EAE78D4F11F442A3PQ/65?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337-COL-CAN-37001,1337,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Arango,Andres Pastrana Arango,0,Canada,CAN,Northern America,North America,,No,No,2001,2001-04-20,2001-04-22,3,No,,No,,No,,Yes,Summit of the Americas (SOA),No,,No,,Yes,Yes,No,No,No,,,1,http://0-search.proquest.com.bianca.penlib.du.edu/docview/248987406/1DE72846D0024BB5PQ/249?accountid=14608,http://www.Summit-americas.org/iii_Summit.html,http://0-search.proquest.com.bianca.penlib.du.edu/docview/453778287/1DE72846D0024BB5PQ/279?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/453767811/1DE72846D0024BB5PQ/325?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746-COL-CAN-39973,1746,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Uribe,Alvaro Uribe,0,Canada,CAN,Northern America,North America,,No,No,2009,2009-06-09,2009-06-11,3,No,,Yes,Prime Minister Stephen Harper,No,,No,,No,,No,,No,No,No,Yes,No,,,1,http://0-search.proquest.com.bianca.penlib.du.edu/docview/460156058/FAB7174E692E4EF8PQ/20?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/439590552/FAB7174E692E4EF8PQ/21?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/433530219/35DB7233B26B4059PQ/78?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/433525450/35DB7233B26B4059PQ/84?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746-COL-CAN-40353,1746,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Uribe,Alvaro Uribe,0,Canada,CAN,Northern America,North America,,No,No,2010,2010-06-24,2010-06-26,3,No,,Yes,Prime Minister Stephen Harper,No,,Yes,G8 Summit,No,,No,,Yes,No,No,No,No,,,1,http://0-search.proquest.com.bianca.penlib.du.edu/docview/734768353/A9EFB29E344D4A1DPQ/38?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/734765434/A9EFB29E344D4A1DPQ/42?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/734769485/A9EFB29E344D4A1DPQ/44?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597-COL-CAN-40808,2597,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Santos,Juan Manuel Santos,0,Canada,CAN,Northern America,North America,,No,No,2011,2011-09-22,2011-09-22,1,No,,No,,No,,No,,No,,No,,No,No,No,Yes,No,,"[PE-Latam 2026-09-01: revisado, TripStartDate queda No_verificable -COLT registra un viaje de un dia a Canada (22/9/2011) con agenda de negocios, sin reunion con jefe de gobierno ni evento multilateral. Busqueda activa-]",1,https://es.wikipedia.org/wiki/Anexo:Visitas_oficiales_al_exterior_del_presidente_Juan_Manuel_Santos,http://0-search.proquest.com.bianca.penlib.du.edu/docview/893644311/B7C1CC4183E44037PQ/6?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/893675574/B7C1CC4183E44037PQ/107?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597-COL-CAN-43036,2597,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Santos,Juan Manuel Santos,0,Canada,CAN,Northern America,North America,,No,No,2017,2017-10-28,2017-10-30,3,No,,Yes,Prime Minister Justin Trudeau,No,,No,,No,,No,,No,No,No,No,No,,,1,https://www.gettyimages.fr/detail/photo-d'actualit%C3%A9/justin-trudeau-canadas-prime-minister-right-shakes-photo-dactualit%C3%A9/868352130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452-COL-CHL-34257,452,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Trujillo,Cesar Gaviria Trujillo,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,1993,1993-10-15,1993-10-16,2,No,,No,,No,,Yes,Rio Group Summit,No,,No,,No,Yes,No,No,No,,,2,http://0-search.proquest.com.bianca.penlib.du.edu/docview/429310523/3E59BE6D64694D99PQ/2?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/424425881/F81061514A497FPQ/57?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/295849609/F81061514A497FPQ/80?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/282083907/F81061514A497FPQ/82?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337-COL-CHL-36595,1337,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Arango,Andres Pastrana Arango,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2000,2000-03-10,2000-03-11,2,No,,Yes,President Ricardo Lagos Escobar,No,,No,,No,,No,,No,No,Yes,No,No,,Inauguration Ceremony of Richard Lagos as President of h=cHile,1,http://0-search.proquest.com.bianca.penlib.du.edu/docview/316078496/D4036DE16ED42A5PQ/69?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337-COL-CHL-36808,1337,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Arango,Andres Pastrana Arango,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2000,2000-10-09,2000-10-11,3,No,,Yes,President Ricardo Lagos Escobar,No,,Yes,American Christian Democratic Organization Summit,No,,No,,Yes,No,No,No,No,,"[PE-Latam 2026-09-01: revisado, TripStartDate queda No_verificable -COLT registra este viaje (9-11 de octubre de 2000, Chile) como asistencia a la 'American Christian Democratic Organization Summit' (ODCA). Una fuente -]",1,http://0-search.proquest.com.bianca.penlib.du.edu/docview/453928439/9BE65255F3F548DCPQ/68?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/452223707/9BE65255F3F548DCPQ/69?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/453934739/9BE65255F3F548DCPQ/82?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746-COL-CHL-39048,1746,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Uribe,Alvaro Uribe,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2006,2006-11-27,2006-11-28,2,No,,Yes,President Michelle Bachelet,No,,Yes,Latin American Business Meeting,No,,No,,Yes,Yes,No,Yes,No,,,2,http://0-search.proquest.com.bianca.penlib.du.edu/docview/467673108/6CA8C55B319044DDPQ/1678?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/467700668/6CA8C55B319044DDPQ/1680?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/467421287/6CA8C55B319044DDPQ/1731?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/452413835/6CA8C55B319044DDPQ/1759?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746-COL-CHL-39394,1746,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Uribe,Alvaro Uribe,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2007,2007-11-08,2007-11-10,3,No,,No,,No,,Yes,Ibero-American Summit,No,,Yes,President Hugo Chavez,No,No,No,No,No,,,1,http://0-search.proquest.com.bianca.penlib.du.edu/docview/336605375/5E0256074174F60PQ/13?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/452223587/EBDAB47347E94CA8PQ/8?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/428133173/3EEA297B781474EPQ/118?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746-COL-CHL-39706,1746,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Uribe,Alvaro Uribe,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2008,2008-09-15,2008-09-15,1,No,,No,,No,,Yes,Union of South AmericanNations (UNASUR),No,,No,,No,No,No,No,No,,,1,http://0-search.proquest.com.bianca.penlib.du.edu/docview/435031083/DD418372B58548BFPQ/9?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/433082622/DD418372B58548BFPQ/11?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/433082157/DD418372B58548BFPQ/12?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/435031779/5E600DB749394465PQ/21?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746-COL-CHL-40030,1746,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Uribe,Alvaro Uribe,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2009,2009-08-05,2009-08-05,1,No,,Yes,President Michelle Bachelet,No,,No,,No,,No,,No,No,No,No,No,,,1,http://0-search.proquest.com.bianca.penlib.du.edu/docview/452364044/C015C357F608482EPQ/25?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/192321080/C015C357F608482EPQ/32?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597-COL-CHL-40769,2597,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Santos,Juan Manuel Santos,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2011,2011-08-14,2011-08-17,4,No,,Yes,President Sebastian Pinera,No,,No,,No,,No,,No,Yes,No,No,No,,,1,https://es.wikipedia.org/wiki/Anexo:Visitas_oficiales_al_exterior_del_presidente_Juan_Manuel_Santos,http://0-search.proquest.com.bianca.penlib.du.edu/docview/883881865/75CE89F8468B47EDPQ/28?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597-COL-CHL-41066,2597,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Santos,Juan Manuel Santos,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2012,2012-06-06,2012-06-06,1,No,,No,,No,,Yes,Alianza del Pacifico - Firma del Acuerdo Marco (Cumbre de Antofagasta/Paranal),No,,No,,No,Yes,No,No,No,,[PE-Latam 2026-09-01: NameMultilatEvent corregido de 'Pacific Alliance Leaders Meeting (PALM8)' a 'Alianza del Pacifico - Firma del Acuerdo Marco (Cumbre de Antofagasta/Paranal)'. Fuente: https://dof.gob.mx/nota_detalle.php?codigo=5400952&fecha=17/07/2015 ; https://es.wikipedia.org/wiki/Alianza_del_Pac%C3%ADfico],1,https://es.wikipedia.org/wiki/Anexo:Visitas_oficiales_al_exterior_del_presidente_Juan_Manuel_Santos,http://0-search.proquest.com.bianca.penlib.du.edu/docview/1018989827/834FBD22DE694AE6PQ/9?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597-COL-CHL-41300,2597,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Santos,Juan Manuel Santos,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2013,2013-01-26,2013-01-28,3,No,,No,,No,,Yes,I Cumbre Union Europea-CELAC (seguida de la I Cumbre CELAC),No,,No,,No,No,No,Yes,No,,[PE-Latam 2026-09-01: NameMultilatEvent corregido de 'European Council-Community of Latin American and Caribbean States (CELAC) Summit' a 'I Cumbre Union Europea-CELAC (seguida de la I Cumbre CELAC)'. Fuente: https://eulacfoundation.org/en/i-eu-celac-summit-santiago-declaration-santiago-26-27-january-2013 ; http://europa.eu/rapid/press-release_MEMO-13-15_es],1,https://es.wikipedia.org/wiki/Anexo:Visitas_oficiales_al_exterior_del_presidente_Juan_Manuel_Santos,http://0-search.proquest.com.bianca.penlib.du.edu/docview/1282262729/99889DA8BD504906PQ/6?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/1281961659/EDCCECB59DBC4953PQ/5?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597-COL-CHL-41709,2597,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Santos,Juan Manuel Santos,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2014,2014-03-11,2014-03-11,1,No,,No,,No,,No,,No,,No,,No,No,Yes,No,No,,Attended the inauguration of Michelle Bachelet,1,http://0-search.proquest.com.bianca.penlib.du.edu/docview/1506308162/5D20F5CD8F5C4B50PQ/4?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597-COL-CHL-42550,2597,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Santos,Juan Manuel Santos,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2016,2016-06-29,2016-07-01,3,No,,Yes,President Michelle Bachelet,No,,Yes,Pacific Alliance Leaders Meeting (PALM11),No,,No,,No,No,No,No,No,,[PE-Latam 2026-09-01: NameMultilatEvent corregido de 'Pacific Alliance Leaders Meeting (PALM8)' a 'Pacific Alliance Leaders Meeting (PALM11)'. Fuente: https://en.wikipedia.org/wiki/Pacific_Alliance_Leaders_Meeting ; https://alianzapacifico.net/en/culmina-xi-cumbre-de-la-alianza-del-pacifico-en-puerto],1,http://search.proquest.com.du.idm.oclc.org/docview/1800537769?accountid=14608,http://search.proquest.com.du.idm.oclc.org/docview/1800146456?accountid=14608,http://www.gettyimages.com/license/544011450,http://www.gettyimages.com/license/544011458,http://www.gettyimages.com/license/544142986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477-COL-CHL-43545,3477,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Duque,Ivan Duque,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2019,2019-03-21,2019-03-22,2,No,,Yes,President Sebastian Pinera,No,,Yes,Forum for the Progress and Development of South America (PROSUR) Summit,No,,No,,No,Yes,No,Yes,No,,signed joint declaration;met with businessmen,1,https://id.presidencia.gov.co/Paginas/prensa/2019/190322-Ocho-paises-de-America-del-Sur-crean-PROSUR-mecanismo-de-cooperacion-e-integracion-regional.aspx,https://id.presidencia.gov.co/Paginas/prensa/2019/190322-Presidente-Chile-agradecio-destaco-contribucion-Mandatario-colombiano-proceso-creacion-PROSUR.aspx,https://id.presidencia.gov.co/Paginas/prensa/2019/190321-Presidente-Duque-resalta-a-Prosur-como-una-herramienta-que-tendran-los-paises-suramericanos-para-la-integracion.aspx,https://advance-lexis-com.du.idm.oclc.org/document/?pdmfid=1516831&crid=a5c6e8de-6300-4eed-8ecd-31487b4746fd&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A5VPG-XKS1-JCMP-53TV-00000-00&pdcontentcomponentid=443607&pdteaserkey=sr340&pditab=allpods&ecomp=gb63k&earg=sr340&prid=aaa36383-4b82-4ecd-aef1-f4114812a231,https://www.reuters.com/article/us-chile-summit/south-american-presidents-announce-creation-of-new-regional-bloc-idUSKCN1R32BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477-COL-CHL-44142,3477,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Duque,Ivan Duque,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2020,2020-11-08,2020-11-08,1,No,,Yes,President Sebastian Pinera,No,,No,,No,,No,,No,No,Yes,No,No,,Visit to Palacio de Cerro Castillo [PE-Latam 2026-09-01: TripStartDate corregido de '2020-11-07' a '2020-11-08'. Fuente: https://www.24horas.cl/nacional/pinera-se-reune-con-duque-en-cerro-castillo-y-se-refiere-a-eleccion-de-biden-en-estados-unidos-4522374 ; https://www.b] [PE-Latam 2026-09-01: TripDuration corregido de '2' a '1'. Fuente: https://www.biobiochile.cl/noticias/nacional/chile/2020/11/08/pinera-recibe-al-presidente-de-colombia-en-cerro-castillo.shtml],1,https://advance-lexis-com.du.idm.oclc.org/document/?pdmfid=1516831&crid=ea238971-41fd-48a2-9081-512f9d1fa78c&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A617V-4DX1-DY1R-B0NM-00000-00&pdcontentcomponentid=443607&pdteaserkey=sr6&pditab=allpods&ecomp=czx2k&earg=sr6&prid=65696cf6-ff51-4f6a-a78d-3809b89f6c8a,https://advance-lexis-com.du.idm.oclc.org/document/?pdmfid=1516831&crid=790b35c7-b11c-4df8-b399-c6d1c988621e&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A6181-KJ61-JBJN-M4CJ-00000-00&pdcontentcomponentid=443607&pdteaserkey=sr3&pditab=allpods&ecomp=czx2k&earg=sr3&prid=65696cf6-ff51-4f6a-a78d-3809b89f6c8a,https://search-proquest-com.du.idm.oclc.org/internationalnews1/docview/2459160470/971361A2AB0643A7PQ/13?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477-COL-CHL-44176,3477,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Duque,Ivan Duque,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2020,2020-12-11,2020-12-13,3,No,,Yes,President Sebastian Pinera,No,,Yes,Pacific Alliance Leaders Meeting (PALM8);Forum for the Progress and Development of South America (PROSUR) Summit,No,,No,,Yes,No,No,No,No,,Colombia received Presidency of the Pacific Alliance and Prosur;President Andres Manuel Lopez Obrador and President Francisco Sagasti were virtually present at the Pacific Alliance Summit;Signed a number of Joint declarations;Delivered a number of speeches during attended Summits;Had virtual meetings with business representatives and heads of development banks,2,https://alianzapacifico.net/en/with-declaration-on-gender-equality-and-the-digital-market-of-the-bloc-concludes-the-pacific-alliance-Summit/,https://advance-lexis-com.du.idm.oclc.org/document/?pdmfid=1516831&crid=a625857a-830b-4726-97dc-5a92d3eeaefe&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A61H9-3TG1-JBJN-M3MJ-00000-00&pdcontentcomponentid=323549&pdteaserkey=sr9&pditab=allpods&ecomp=_bq2k&earg=sr9&prid=b48d11f5-3114-492e-b94f-992ea81d5e49,https://idm.presidencia.gov.co/prensa/palabras-del-presidente-ivan-duque-en-la-plenaria-de-jefes-de-estado-201212,https://idm.presidencia.gov.co/prensa/palabras-del-presidente-ivan-duque-al-asumir-presidencia-pro-tempore-de-pro-201212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960-COL-CHL-44934,3960,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Petro,Gustavo Petro,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2023,2023-01-09,2023-01-10,2,No,,Yes,President Gabriel Boric,No,,No,,No,,No,,No,Yes,Yes,No,No,,"Trip to discuss bilateral cooperation between the two countries;Visited the Plaza de la Constitucion to participate in a welcoming ceremony;Met with President of the Chilean Senate, Alvaro Elizalde;Met with the President of the Chamber of Deputies, Vlado Mirosevic;Signed a series of agreements on migration, democracy, science, and the environment;Cut trip short due to landslides in Colombia [PE-Latam 2026-09-01: TripStartDate corregido de '2023-01-08' a '2023-01-09'. Fuente: https://www.biobiochile.cl/noticias/nacional/chile/2023/01/09/presidente-de-colombia-gustavo-petro-llega-a-chile-para-coordinar-estrategias-regionales] [PE-Latam 2026-09-01: TripDuration corregido de '3' a '2'. Fuente: https://www.eltiempo.com/politica/gobierno/petro-cancela-visita-de-estado-en-chile-y-regresa-a-colombia-por-que-732450]",2,https://advance-lexis-com.du.idm.oclc.org/api/permalink/fe807dce-7ba8-47b8-a380-a5099c383cd5/?context=1516831,https://advance-lexis-com.du.idm.oclc.org/api/permalink/d2ee2eab-58e8-4d6d-99b7-41f22ed3f136/?context=1516831,https://www.gob.cl/en/news/president-gabriel-boric-font-chile-and-colombia-celebrate-200-years-of-diplomatic-relations-200-years-working-together-to-improve-the-security-and-well-being-of-our-people/,https://media.gettyimages.com/id/1246115524/photo/president-gabriel-boric-hosts-colombian-president-gustavo-petro-in-chile.jpg?s=2048x2048&w=gi&k=20&c=8sXYXbFM8qjpMZk6ljZSHnEl6R29vc5Ifr8fA5cAG3I=,https://en.ultimasnoticias.com.ve/news/world/Petro-suspends-tour-in-Chile-to-deal-with-landslides-in-Colombia/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960-COL-CHL-45179,3960,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Petro,Gustavo Petro,0,Chile,CHL,Latin America and the Caribbean,South America,,No,No,2023,2023-09-10,2023-09-11,2,No,,Yes,President Gabriel Boric,No,,No,,No,,No,,No,No,Yes,No,No,,Attended the 50th anniversary of the coup led by Gen. Augusto Pinochet in Chile,1,https://petro.presidencia.gov.co/prensa/Paginas/En-el-marco-de-los-50-anos-del-golpe-de-Estado-de-1973-el-Presidente-Gustavo-Petro-viaja-a-Chile-para-participa-230910.aspx,https://petro.presidencia.gov.co/prensa/Paginas/En-todo-el-mundo-hay-una-extrema-derecha-en-aumento-con-una-estrategia-de-mentiras-y-miedo-para-defender-230911.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960-COL-CHL-45859,3960,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Petro,Gustavo Petro,0,Chile,CHL,Latin America and the Caribbean,South America,Santiago,No,No,2025,2025-07-21,2025-07-21,1,No,,Yes,President Gabriel Boric,No,,Yes,Democracia Siempre Summit,No,,Yes,Prime Minister Pedro Sanchez;President Yamandu Orsi;President Luiz Inacio Lula da Silva,Yes,No,No,No,No,,"Attended the Democracy Always summit hosted by President Gabriel Boric;The presidents of Spain, Brazil, Chile, Colombia, and Uruguay attended the summit;They released a joint declaration in which they emphasized the importance of multilateralism and democracy in countering Donald Trump's negative influence in the region",1,https://www.instagram.com/p/DMYtlY6OWDx/,https://www.gettyimages.com/detail/news-photo/president-of-chile-gabriel-boric-president-of-spain-pedro-news-photo/2225449082?adppopup=true,https://advance-lexis-com.du.idm.oclc.org/document/?pdmfid=1519360&crid=23c0e60f-5a7a-4c33-a6dc-36cc3842ae3f&pddocfullpath=%2Fshared%2Fdocument%2Fnews%2Furn%3AcontentItem%3A6G9Y-D2G3-RTV6-74GF-00000-00&pdcontentcomponentid=443607&pdteaserkey=sr10&pditab=allpods&ecomp=hc-yk&earg=sr10&prid=f1cc193c-44ec-4859-b55b-83e065454379,https://colombiaone.com/2025/07/21/chile-left-wing-summit/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949-COL-CHN-35358,949,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Pizano,Ernesto Samper Pizano,0,China,CHN,Asia,Eastern Asia,,No,No,1996,1996-10-20,1996-10-23,4,No,,Yes,General Secretary Jiang Zemin,No,,No,,No,,No,,No,Yes,No,No,No,,"[PE-Latam 2026-09-01: revisado, HostHOGSName queda No_verificable -Existe evidencia contextual general de que Samper realizo una gira por Asia en octubre de 1996 que incluyo a China (mencionada por el columnista Ferna-]",1,http://www.china.org.cn/english/2000/Aug/955.htm,http://0-search.proquest.com.bianca.penlib.du.edu/docview/257778923/D665614A97FA4050PQ/12?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949-COL-CHN-35611,949,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Pizano,Ernesto Samper Pizano,0,China,CHN,Asia,Eastern Asia,,No,No,1997,1997-06-30,1997-06-30,1,No,,No,,No,,No,,No,,No,,No,No,Yes,No,No,,"Attended Hong Kong handover  ceremony;Exact trip dates not explicit [PE-Latam 2026-09-01: revisado, TripStartDate queda No_verificable -La ceremonia de traspaso de soberania de Hong Kong a China el 1 de julio de 1997 esta ampliamente documentada (con la delegacion china encabezada por -]",2,http://wnc.eastview.com.du.idm.oclc.org/wnc/article?id=37248793,http://wnc.eastview.com.du.idm.oclc.org/wnc/article?id=37248733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337-COL-CHN-36293,1337,Colombia,COL,Latin America and the Caribbean,South America,Yes,GS,President,Arango,Andres Pastrana Arango,0,China,CHN,Asia,Eastern Asia,,No,No,1999,1999-05-13,1999-05-15,3,No,,Yes,General Secretary Jiang Zemin,No,,No,,No,,No,,No,Yes,No,No,No,,,1,http://0-search.proquest.com.bianca.penlib.du.edu/docview/450120123/6609FE4DB10248F3PQ/162?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/454172491/6609FE4DB10248F3PQ/170?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/454178399/6609FE4DB10248F3PQ/174?accountid=14608,http://0-search.proquest.com.bianca.penlib.du.edu/docview/452224472/6609FE4DB10248F3PQ/179?accountid=14608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
