Journey_ID,Trip_ID,President,Origin_Country,Trip_Status,Start_Date,End_Date,Duration_Days,Destination_Country,Destination_Region,Destination_City,Visit_Category,Visit_Subtype,Sideline_Bilaterals,Counterpart_Event,Counterpart_Type,Trip_Objective,Source_Verification,Source_Reliability,Methodological_Notes,Tema_Foro,Verificacion_Status
CHL-MB2-J102,100,Michelle Bachelet,Chile,Completed,2017-05-12,2017-05-12,1,Indonesia,Asia-Pacific,Jakarta,Bilateral,Working Visit,NA,Joko Widodo,Jefe de Estado/Gobierno,"Comercio Asia-Pacifico. Viaje independiente (ver QA 2026-07-22: separado del tramo Beijing 2016, que era un viaje distinto).",https://www.emol.com/noticias/Nacional/2017/05/12/858024/Chile-e-Indonesia-firman-acuerdo-para-cerrar-negociaciones-del-TLC-entre-ambos-paises-durante-este-ano.html,High,"Fecha CORREGIDA el 2026-07-08 (era 2016-05-17, error de anio): visita de Estado con Widodo el 12-05-2017 (llego a Yakarta el 11). Fuentes: Emol 12-05-2017, Archivo Nacional de Chile. [QA 2026-07-22: Journey_ID separado de CHL-MB2-J090 -estaba compartido erroneamente con el tramo Beijing 2016, un viaje fisico distinto 1 anio antes-.]",NA,Verificada-URL
CHL-MB2-J091,101,Michelle Bachelet,Chile,Completed,2016-09-20,2016-09-21,2,United States,North America,New York,Multilateral,Global Forum,NA,71ª AGNU,NA,Asamblea General de la ONU.,https://ask.un.org/faq?gid=181&qid=73684,High,"CONFIRMADO 2026-07-22: Archivo Nacional (archivospresidenciales.archivonacional.cl, ARNAD FAMBJ-S02-3-01-1232) data el discurso de Bachelet en el debate general del 71 Periodo Ordinario de la AGNU el 21-09-2016, consistente con el End_Date ya cargado. Fecha deja de ser estimada.",Cooperación Política General,Verificada-URL
CHL-MB2-J092,102,Michelle Bachelet,Chile,Completed,2016-10-28,2016-10-29,2,Colombia,South America,Cartagena,Multilateral,Regional Summit,TRUE,XXV Cumbre Iberoamericana,NA,Cumbre Iberoamericana de Cartagena; juventud y desarrollo sostenible.,https://es.wikipedia.org/wiki/XXV_Cumbre_Iberoamericana,Medium,"28-29/10/2016. Confirmada XXV Cumbre Iberoamericana, Cartagena, 28-29/10/2016, con presencia de Bachelet.",Cooperación Política General,Verificada-URL
CHL-MB2-J093,103,Michelle Bachelet,Chile,Completed,2016-11-19,2016-11-20,2,Peru,South America,Lima,Multilateral,Regional Summit,TRUE,Cumbre de Líderes de APEC,NA,Cumbre APEC de Lima.,https://www.emol.com/noticias/Nacional/2016/11/19/832003/La-despedida-de-Bachelet-a-Obama-durante-la-Cumbre-de-Lideres-de-la-APEC-en-Peru.html,Medium,"19-20/11/2016. Confirmada Cumbre de Lideres APEC Lima 19-20/11/2016, despedida de Bachelet a Obama.",Comercio/Integración Económica,Verificada-URL
CHL-MB2-J094,104,Michelle Bachelet,Chile,Canceled,2017-01-24,NA,NA,Dominican Republic,Caribbean,Punta Cana,Multilateral,Regional Summit,NA,V Cumbre CELAC,NA,Cumbre CELAC en Punta Cana. VIAJE NO REALIZADO: suspendido el 23-01-2017 por los incendios forestales en Chile; asistió el canciller Heraldo Muñoz.,https://www.latercera.com/noticia/presidenta-bachelet-suspende-viaje-a-cumbre-celac-por-incendios/,High,24-25/01/2017. Confirmar asistencia. Reclasificado a Canceled el 2026-07-07 (campaña de verificacion): el viaje no ocurrio.,Cooperación Política General,Verificada-URL
CHL-MB2-J095,105,Michelle Bachelet,Chile,Completed,2017-05-13,2017-05-15,3,China,Asia-Pacific,Beijing,Multilateral,Global Forum,TRUE,Foro de la Franja y la Ruta,NA,Foro de la Franja y la Ruta en Beijing; unica presidenta sudamericana invitada. Bilateral con Xi.,https://www.minrel.gob.cl/presidenta-bachelet-en-foro-una-franja-una-ruta-chile-esta-listo/minrel_old/2017-05-14/145554.html,High,"13-15/05/2017. Confirmado por MINREL; Foro de la Franja y la Ruta 14-15/05/2017, visita de Estado desde el 12-13/05.",Comercio/Integración Económica,Verificada-URL
CHL-MB2-J096,106,Michelle Bachelet,Chile,Completed,2017-06-29,2017-06-30,2,Colombia,South America,Cali,Multilateral,Regional Summit,TRUE,XII Cumbre de la Alianza del Pacífico,NA,Cumbre de la Alianza del Pacifico en Cali.,https://www.cancilleria.gov.co/newsroom/news/resumen-xii-cumbre-alianza-pacifico,Medium,"29-30/06/2017. Confirmada XII Cumbre de la Alianza del Pacifico, Cali, con presencia de Bachelet; entrego presidencia pro tempore a Colombia.",Comercio/Integración Económica,Verificada-URL
CHL-MB2-J097,107,Michelle Bachelet,Chile,Completed,2017-09-18,2017-09-20,3,United States,North America,New York,Multilateral,Global Forum,NA,72ª AGNU,NA,Asamblea General de la ONU; ultima de su mandato.,https://www.cnnchile.com/pais/bachelet-entrego-discurso-en-la-asamblea-general-de-la-onu/,High,"CORREGIDO 2026-07-22: CNN Chile (nota del miercoles 20-09-2017, fecha confirmada por dia de semana) registra que Bachelet entrego su discurso ante la 72 AGNU ese dia (no el 19 como estaba cargado). End_Date corregido de 19 a 20/09/2017; Duration_Days de 2 a 3. Ya no es fecha estimada.",Cooperación Política General,Verificada-URL
CHL-MB2-J098,108,Michelle Bachelet,Chile,Completed,2017-11-10,2017-11-11,2,Vietnam,Asia-Pacific,Da Nang,Multilateral,Regional Summit,TRUE,Cumbre de Líderes de APEC,NA,Cumbre APEC de Da Nang; ultima APEC de su mandato. Firma del CPTPP en agenda.,https://www.subrei.gob.cl/sala-de-prensa/noticias/detalle-noticias/2017/11/11/en-cumbre-de-lideres-apec-chile-y-china-firmaron-profundizacion-de-acuerdo-comercial,High,"10-11/11/2017. Confirmado por SUBREI; Cumbre de Lideres APEC Da Nang 10-11/11/2017, firma profundizacion TLC Chile-China.",Comercio/Integración Económica,Verificada-URL
CHL-MB2-J099,109,Michelle Bachelet,Chile,Completed,2017-07-06,2017-07-07,2,Peru,South America,Lima,Bilateral,Working Visit,NA,Pedro Pablo Kuczynski,Jefe de Estado/Gobierno,Bilateral con Peru; integracion y agenda de la Alianza del Pacifico.,https://www.gob.pe/institucion/rree/noticias/4701-declaracion-de-lima,High,"Fecha CORREGIDA el 2026-07-08 (era 2018-01-21, error): I Gabinete Binacional Peru-Chile con PPK el 07-07-2017 (llego el 6). Fuente oficial: Declaracion de Lima, gob.pe.",NA,Verificada-URL
CHL-MB2-J100,110,Michelle Bachelet,Chile,Completed,2018-01-07,2018-01-08,2,Cuba,Caribbean,Havana,Bilateral,Working Visit,NA,Raúl Castro,Jefe de Estado/Gobierno,"Visita oficial a Cuba; penultimo viaje internacional del mandato (el ultimo fue a Japon en marzo 2018, no incluido en este modulo).",https://www.theclinic.cl/2018/01/06/presidenta-bachelet-emprende-viaje-a-cuba-y-se-reunira-con-raul-castro/,Medium,"28-30/01/2018. Ultimo viaje del mandato. CORREGIDO: fechas de 28-30/01 a 07-08/01/2018 (TheClinic, LaRepublica.ec, LaTercera coinciden). CORREGIDO: NO fue el ultimo viaje del mandato sino el PENULTIMO; el ultimo fue a Japon (Tokio, PM Abe y Emperador Akihito) en marzo 2018, no capturado en este modulo -> posible BRECHA a evaluar. ACTUALIZACION (2026-07-20): el viaje a Japon fue agregado como CHL-MB2-J101 (Trip_ID 189), fechas verificadas 23-26/02/2018 (no marzo como se conjeturaba).",NA,Verificada-URL
CHL-SP2-J101,111,Sebastián Piñera,Chile,Completed,2018-04-13,2018-04-14,2,Peru,South America,Lima,Multilateral,Regional Summit,TRUE,VIII Cumbre de las Américas,NA,"Cumbre sobre gobernabilidad y corrupcion; bilaterales con Santos, Temer, Moise, Holness y Pence.",https://prensa.presidencia.cl/comunicado.aspx?id=73268,High,NA,Cooperación Política General,Verificada-URL
CHL-SP2-J102,112,Sebastián Piñera,Chile,Completed,2018-04-25,2018-04-26,2,Argentina,South America,Buenos Aires,Bilateral,Working Visit,NA,Mauricio Macri,Jefe de Estado/Gobierno,"Primera gira del mandato; agenda energetica, comercial e integracion Mercosur-Alianza del Pacifico.",https://minrel.gob.cl/minrel/noticias-anteriores/comunicado-conjunto-de-la-visita-oficial-a-la-republica-argentina-del,High,NA,NA,Verificada-URL
CHL-SP2-J102,113,Sebastián Piñera,Chile,Completed,2018-04-27,2018-04-27,1,Brazil,South America,Brasília,Bilateral,Working Visit,NA,Michel Temer,Jefe de Estado/Gobierno,Respaldo a Temer; situacion de Venezuela y acercamiento comercial.,https://www.perfil.com/noticias/politica/sebastian-pinera-inicia-su-primera-gira-internacional-en-argentina.phtml,Medium,NA,NA,Verificada-URL
CHL-SP2-J103,114,Sebastián Piñera,Chile,Completed,2018-09-25,2018-09-27,3,United States,North America,New York,Multilateral,Global Forum,TRUE,73ª Asamblea General de la ONU,NA,"Discurso ante AGNU; bilaterales con Trudeau, Ardern, Moon, Tusk y Guterres.",https://prensa.presidencia.cl/discurso.aspx?id=82911,High,"CONFIRMADO 2026-07-22: fuente oficial Prensa Presidencia (discurso.aspx?id=82911) mas prensa (Publimetro, Cooperativa, La Tercera, Infobae) confirman que el discurso de Piñera ante la 73 AGNU fue el jueves 27-09-2018 (retrasado por la comitiva de Trump), consistente con el End_Date ya cargado. Fechas dejan de ser estimadas.",Cooperación Política General,Verificada-URL
CHL-SP2-J103,115,Sebastián Piñera,Chile,Completed,2018-09-28,2018-09-28,1,United States,North America,Washington DC,Bilateral,Working Visit,NA,Donald Trump,Jefe de Estado/Gobierno,"Reunion en la Casa Blanca; Venezuela, comercio, energia y ciberseguridad.",https://www.latercera.com/politica/noticia/trump-recibe-pinera-la-casa-blanca/334525/,High,Mismo Journey que AGNU (una salida fisica).,NA,Verificada-URL
CHL-SP2-J104,116,Sebastián Piñera,Chile,Completed,2018-11-17,2018-11-18,2,Papua New Guinea,Asia-Pacific,Port Moresby,Multilateral,Global Forum,NA,Cumbre APEC 2018,NA,Foro APEC; libre comercio y guerra comercial EEUU-China.,https://en.wikipedia.org/wiki/APEC_Papua_New_Guinea_2018,Medium,Fechas de estancia estimadas.,Comercio/Integración Económica,Verificada-URL
CHL-SP2-J105,117,Sebastián Piñera,Chile,Completed,2018-11-30,2018-12-01,2,Argentina,South America,Buenos Aires,Multilateral,Global Forum,TRUE,Cumbre del G20 de Buenos Aires (invitado),NA,Chile pais invitado; defensa del libre comercio y del multilateralismo.,https://www.latercera.com/politica/noticia/pinera-asegura-se-creo-clima-mayor-dialogo-mejor-voluntad-cumbre-del-g20/426723/,High,Tema G20 -> Cooperacion Politica General por doctrina CODEBOOK 5.7 (corregido vs informe research).,Cooperación Política General,Verificada-URL
CHL-SP2-J106,118,Sebastián Piñera,Chile,Completed,2019-01-01,2019-01-01,1,Brazil,South America,Brasília,Multilateral,Inauguration/Funeral,TRUE,Asunción de Jair Bolsonaro,NA,Cambio de mando; bilaterales con Bolsonaro y Abdo Benitez; anuncio de TLC Chile-Brasil.,https://prensa.presidencia.cl/comunicado.aspx?id=89377,High,NA,Cooperación Política General,Verificada-URL
CHL-SP2-J107,119,Sebastián Piñera,Chile,Completed,2019-02-22,2019-02-23,2,Colombia,South America,Cúcuta,Multilateral,Working Visit,TRUE,Iván Duque / Venezuela Aid Live,NA,"Entrega de ayuda humanitaria para Venezuela junto a Duque, Abdo y Guaido; operativo fronterizo.",https://www.emol.com/noticias/Nacional/2019/02/24/938942/El-breve-pero-intenso-paso-de-Pinera-por-Cucuta-Del-accidentado-viaje-al-envio-de-ayuda-humanitaria.html,High,NA,Cooperación Política General,Verificada-URL
CHL-SP2-J120,120,Sebastián Piñera,Chile,Completed,2018-11-12,2018-11-15,4,Singapore,Asia-Pacific,Singapore,Bilateral,Working Visit,NA,33ª Cumbre de la ASEAN / Gobierno de Singapur,Jefe de Estado/Gobierno,Visita a Singapur en el marco de la 33a Cumbre de la ASEAN; agenda de comercio e innovacion.,https://www.chile.gob.cl/chile/blog/singapur/singapur/presidente-pinera-en-singapur-para-chile-integrarse-al-mundo-del-asia,High,"REUBICADO 2026-07-08: la escala en Singapur NO ocurrio en la gira de abril 2019 (esa gira fue China 24-28/4 + Corea 29/4). El viaje real a Singapur fue en nov-2018 (33a cumbre ASEAN, llegada la noche del 12/11 segun BCN). CONFIRMADO por fuente oficial MINREL: bilaterales el miercoles 14/11 (Singapur, Indonesia, Secretario General ASEAN), jueves 15/11 con Presidenta de Singapur, y viaje posterior a Papua Nueva Guinea (APEC Port Moresby, J104, 17-18/11/2018) confirmado explicitamente por la misma fuente.",NA,Verificada-URL
CHL-SP2-J108,121,Sebastián Piñera,Chile,Completed,2019-04-24,2019-04-28,5,China,Asia-Pacific,Beijing,Bilateral,State Visit,NA,Xi Jinping / II Foro de la Franja y la Ruta,Jefe de Estado/Gobierno,Visita de Estado; hoja de ruta estrategica 2019-2022; unico lider latinoamericano en Franja y la Ruta II.,https://www.emol.com/noticias/Nacional/2019/04/24/945654/Pinera-tras-bilateral-con-Xi-Jinping-China-es-nuestro-principal-socio-comercial-y-queremos-estrechar-los-lazos-en-otros-frentes.html,High,Incluye Beijing y Shenzhen. Categoria Bilateral (primario: visita de Estado); Foro FyR anotado como evento.,NA,Verificada-URL
CHL-SP2-J108,122,Sebastián Piñera,Chile,Completed,2019-04-28,2019-04-29,2,South Korea,Asia-Pacific,Seoul,Bilateral,Working Visit,NA,Gobierno de Corea del Sur,Jefe de Estado/Gobierno,Segunda escala de la gira asiatica; inversiones y tecnologia.,https://prensa.presidencia.cl/comunicado.aspx?id=94882,High,"CORREGIDO 2026-07-22: fuente oficial Prensa Presidencia (comunicado.aspx?id=94882) mas prensa cruzada (La Nacion, 24Horas, La Tercera, Emol) confirman que Piñera arribo a Seul el domingo 28-04-2019 y se reunio con el presidente Moon Jae-in el lunes 29-04-2019 (ultima escala de la gira asiatica China-Corea). Start_Date corregido de 29 a 28/04/2019; Duration_Days de 1 a 2. Ya no es fecha estimada; Source_Reliability sube de Medium a High.",NA,Verificada-URL
CHL-SP2-J109,123,Sebastián Piñera,Chile,Completed,2019-06-28,2019-06-29,2,Japan,Asia-Pacific,Osaka,Multilateral,Global Forum,NA,Cumbre del G20 de Osaka (invitado),NA,"Chile invitado; guerra comercial, cambio climatico y preparacion APEC/COP25.",https://www.latercera.com/politica/noticia/diseno-pinera-la-cumbre-del-g20/688711/,High,Tema G20 -> Cooperacion Politica General por doctrina CODEBOOK 5.7 (corregido vs informe research).,Cooperación Política General,Verificada-URL
CHL-SP2-J110,124,Sebastián Piñera,Chile,Completed,2019-08-24,2019-08-26,3,France,Europe,Biarritz,Multilateral,Global Forum,TRUE,45ª Cumbre del G7 (invitado),NA,Primer mandatario chileno invitado al G7; coordina con Macron la respuesta a los incendios amazonicos.,https://prensa.presidencia.cl/fotonoticia.aspx?id=96161,High,NA,Cooperación Política General,Verificada-URL
CHL-SP2-J110,194,Sebastián Piñera,Chile,Completed,2019-08-26,2019-08-26,1,Portugal,Europe,Lisboa,Bilateral,Working Visit,NA,Marcelo Rebelo de Sousa,Jefe de Estado/Gobierno,Escala oficial tras el G7 (Biarritz); reunion y cena de trabajo con el Presidente de Portugal en el Palacio de Belem.,https://marcelorebelodesousa.arquivo.presidencia.pt/atualidade/toda-a-atualidade/2019/08/presidente-sebastian-pinera-em-lisboa,High,"Fila agregada en fase de completitud (2026-07-21): corrige el error de la nota de Trip_ID 125 que calificaba esta escala como ""tecnica sin actividad diplomatica""; fuente oficial portuguesa documenta reunion y cena con el Jefe de Estado.",NA,Verificada-URL
CHL-SP2-J110,125,Sebastián Piñera,Chile,Completed,2019-08-28,2019-08-28,1,Brazil,South America,Brasília,Bilateral,Working Visit,NA,Jair Bolsonaro,Jefe de Estado/Gobierno,Escala tras el G7; coordinacion de ayuda amazonica y reunion de lideres.,https://www.t13.cl/noticia/politica/mundo/pinera-visita-bolsonaro-brasil-su-paso-cumbre-g7,High,"Escala en Portugal (Lisboa, 26/8/2019) tuvo actividad diplomatica real (reunion y cena con el Presidente portugues) - ver fila separada Trip_ID 194; nota anterior que la calificaba como tecnica era incorrecta.",NA,Verificada-URL
CHL-SP2-J111,126,Sebastián Piñera,Chile,Completed,2019-09-23,2019-09-25,3,United States,North America,New York,Multilateral,Global Forum,TRUE,74ª Asamblea General de la ONU + Cumbre de Acción Climática,NA,Discurso ante AGNU; agenda climatica pre-COP25 y crisis venezolana.,https://prensa.presidencia.cl/discurso.aspx?id=180101,High,"CONFIRMADO 2026-07-22: fuente oficial Prensa Presidencia (discurso.aspx?id=180101) mas Noticias ONU/Infobae confirman que el discurso de Piñera ante la 74 AGNU fue el 24-09-2019, consistente con el rango ya cargado (23-25/09). Fechas dejan de ser estimadas.",Cooperación Política General,Verificada-URL
CHL-SP2-J112,127,Sebastián Piñera,Chile,Completed,2020-03-01,2020-03-01,1,Uruguay,South America,Montevideo,Multilateral,Inauguration/Funeral,TRUE,Asunción de Luis Lacalle Pou,NA,Cambio de mando; bilaterales con el rey Felipe VI y Duque; ultimo viaje pre-pandemia.,https://www.chile.gob.cl/uruguay/noticias/presidente-pinera-participa-en-ceremonia-de-transmision-del-mando,High,Viaja y regresa el mismo dia. Primer viaje tras el 18-O.,Cooperación Política General,Verificada-URL
CHL-SP2-J113,128,Sebastián Piñera,Chile,Completed,2021-09-05,2021-09-06,2,France,Europe,Paris,Bilateral,Working Visit,NA,Emmanuel Macron,Jefe de Estado/Gobierno,"Retoma agenda internacional; ciberseguridad, energias limpias y agenda pre-COP26.",https://www.latercera.com/politica/noticia/gira-europea-pinera-se-reune-con-rey-felipe-vi-y-el-presidente-espanol-pedro-sanchez/W7VG5YG5AFEQVIC5PMAUZ6O6QA/,Medium,Fecha estimada (reunion con Macron ~6/9).,NA,Verificada-URL
CHL-SP2-J113,129,Sebastián Piñera,Chile,Completed,2021-09-07,2021-09-07,1,Spain,Europe,Madrid,Bilateral,Working Visit,NA,Rey Felipe VI / Pedro Sánchez,Jefe de Estado/Gobierno,"Visita oficial; relacion bilateral, acuerdo con la UE y proceso constituyente.",https://www.lamoncloa.gob.es/presidente/actividades/paginas/2021/070921-sanchez-pinera.aspx,High,NA,NA,Verificada-URL
CHL-SP2-J113,130,Sebastián Piñera,Chile,Completed,2021-09-08,2021-09-08,1,Italy,Europe,Rome,Bilateral,Working Visit,NA,Sergio Mattarella / Mario Draghi,Jefe de Estado/Gobierno,Reuniones bilaterales; cooperacion y agenda climatica.,https://prensa.presidencia.cl/fotonoticia.aspx?id=179522,Medium,NA,NA,Verificada-URL
CHL-SP2-J113,131,Sebastián Piñera,Chile,Completed,2021-09-09,2021-09-09,1,Vatican City,Europe,Vatican City,Bilateral,Working Visit,NA,Papa Francisco,Jefe de Estado/Gobierno,Coloquio privado de una hora con el papa Francisco; reunion con el cardenal Parolin.,https://www.vaticannews.va/es/papa/news/2021-09/papa-francisco-audiencia-presidente-chile-pinera-echenique.html,High,NA,NA,Verificada-URL
CHL-SP2-J113,132,Sebastián Piñera,Chile,Completed,2021-09-09,2021-09-10,2,United Kingdom,Europe,London,Bilateral,Working Visit,NA,Boris Johnson,Jefe de Estado/Gobierno,Cierre de gira; pandemia y transicion de la presidencia COP25 a COP26.,https://www.gov.uk/government/news/pm-meeting-with-chilean-president-sebastian-pinera-10-september-2021.es-419,High,NA,NA,Verificada-URL
CHL-SP2-J114,133,Sebastián Piñera,Chile,Completed,2021-09-24,2021-09-26,3,Colombia,South America,Cartagena de Indias,Bilateral,Working Visit,NA,Iván Duque,Jefe de Estado/Gobierno,"Visita oficial; Alianza del Pacifico, PROSUR, tratado de extradicion y proceso de paz.",https://www.minrel.gob.cl/noticias-anteriores/canciller-participa-en-gira-del-presidente-pinera-para-fortalecer-lazos,High,NA,NA,Verificada-URL
CHL-SP2-J114,134,Sebastián Piñera,Chile,Completed,2021-09-26,2021-09-27,2,Uruguay,South America,Montevideo,Bilateral,Working Visit,NA,Luis Lacalle Pou,Jefe de Estado/Gobierno,"Visita oficial; manejo de pandemia, vacunacion y MOU de salud.",https://prensa.presidencia.cl/fotonoticia.aspx?id=180591,High,NA,NA,Verificada-URL
CHL-SP2-J114,135,Sebastián Piñera,Chile,Completed,2021-09-28,2021-09-28,1,Paraguay,South America,Asunción,Bilateral,Working Visit,NA,Mario Abdo Benítez,Jefe de Estado/Gobierno,Cierre de gira; donacion de 100000 dosis AstraZeneca y acuerdo de complementacion economica.,https://www.minrel.gob.cl/noticias-anteriores/canciller-participa-en-gira-del-presidente-pinera-para-fortalecer-lazos,High,Fecha estimada.,NA,Verificada-URL
CHL-SP2-J115,136,Sebastián Piñera,Chile,Completed,2022-01-26,2022-01-27,2,Colombia,South America,Bahía Málaga / Cartagena,Multilateral,Regional Summit,TRUE,XVI Cumbre Alianza del Pacífico / III Cumbre PROSUR,NA,Ultimo viaje del mandato; ingreso de Singapur como Estado Asociado y cumbre de PROSUR.,https://www.chile.gob.cl/colombia/noticias/visita-oficial-del-presidente-de-la-republica-para-participar-en-la-xvi,High,Evento primario: Alianza del Pacifico (regla de evento combinado).,Comercio/Integración Económica,Verificada-URL
CHL-SP2-J116,137,Sebastián Piñera,Chile,Canceled,2019-12-02,NA,NA,Spain,Europe,Madrid,Multilateral,Global Forum,NA,COP25,NA,"Presidir la cumbre climatica (reubicada de Santiago a Madrid tras el 18-O); no asistio, priorizando la crisis domestica.",https://www.elmostrador.cl/dia/2019/11/27/sebastian-pinera-no-acudira-a-la-cop25-que-se-desarrollara-en-madrid/,High,Chile mantuvo la presidencia de la COP; asistio la ministra Schmidt.,Medio Ambiente/Clima,Verificada-URL
CHL-SP2-J117,138,Sebastián Piñera,Chile,Canceled,2019-12-10,NA,NA,Argentina,South America,Buenos Aires,Multilateral,Inauguration/Funeral,NA,Asunción de Alberto Fernández,NA,Asistir al cambio de mando; cancelado tras el accidente del Hercules C-130 de la FACh y el contexto del estallido social.,https://www.infobae.com/politica/2019/12/10/sebastian-pinera-no-vendra-a-la-asuncion-de-alberto-fernandez-debido-a-la-desaparicion-del-avion-militar/,High,"CORREGIDO 2026-07-22: la URL previa (emol, nota sobre elecciones de Lacalle Pou en Uruguay, mar-2020) era irrelevante/erronea para este hecho. Reemplazada por fuente directa: Infobae 10-12-2019 (cruzada con La Nacion, El Cronista, Los Tiempos) confirma que Piñera cancelo su asistencia a la asuncion de Alberto Fernandez el 10-12-2019 por la desaparicion del avion Hercules C-130 de la FACh (38 personas a bordo, rumbo a la Antartica); la vocera Karla Rubilar confirmo que Fernandez haria una visita de Estado posterior a Chile. Fecha y motivo de la cancelacion quedan verificados; Source_Reliability sube de Medium a High.",Cooperación Política General,Verificada-URL
CHL-SP2-J118,139,Sebastián Piñera,Chile,Canceled,2021-06-22,NA,NA,Italy,Europe,Rome,Bilateral,Working Visit,NA,Sergio Mattarella / Mario Draghi,Jefe de Estado/Gobierno,Gira europea para retomar agenda internacional; cancelada por alza de casos COVID-19 y cuarentena de la RM.,https://www.latercera.com/la-tercera-pm/noticia/como-se-gesto-y-cayo-la-gira-de-pinera-a-europa-y-su-frustrada-apuesta-por-retomar-la-agenda-internacional/RNKMRAIFHNBBBIITU4OAYRZR7E/,High,Fecha estimada (gira planificada ~22/6/2021). Reprogramada y concretada en sep-2021 (J113).,NA,Verificada-URL
CHL-SP2-J118,140,Sebastián Piñera,Chile,Canceled,2021-06-22,NA,NA,Vatican City,Europe,Vatican City,Bilateral,Working Visit,NA,Papa Francisco,Jefe de Estado/Gobierno,Gira europea para retomar agenda internacional; cancelada por alza de casos COVID-19 y cuarentena de la RM.,https://www.latercera.com/la-tercera-pm/noticia/como-se-gesto-y-cayo-la-gira-de-pinera-a-europa-y-su-frustrada-apuesta-por-retomar-la-agenda-internacional/RNKMRAIFHNBBBIITU4OAYRZR7E/,High,Fecha estimada (gira planificada ~22/6/2021). Reprogramada y concretada en sep-2021 (J113).,NA,Verificada-URL
CHL-SP2-J118,141,Sebastián Piñera,Chile,Canceled,2021-06-22,NA,NA,United Kingdom,Europe,London,Bilateral,Working Visit,NA,Boris Johnson,Jefe de Estado/Gobierno,Gira europea para retomar agenda internacional; cancelada por alza de casos COVID-19 y cuarentena de la RM.,https://www.latercera.com/la-tercera-pm/noticia/como-se-gesto-y-cayo-la-gira-de-pinera-a-europa-y-su-frustrada-apuesta-por-retomar-la-agenda-internacional/RNKMRAIFHNBBBIITU4OAYRZR7E/,High,Fecha estimada (gira planificada ~22/6/2021). Reprogramada y concretada en sep-2021 (J113).,NA,Verificada-URL
CHL-SP2-J118,142,Sebastián Piñera,Chile,Canceled,2021-06-22,NA,NA,Spain,Europe,Madrid,Bilateral,Working Visit,NA,Rey Felipe VI / Pedro Sánchez,Jefe de Estado/Gobierno,Gira europea para retomar agenda internacional; cancelada por alza de casos COVID-19 y cuarentena de la RM.,https://www.latercera.com/la-tercera-pm/noticia/como-se-gesto-y-cayo-la-gira-de-pinera-a-europa-y-su-frustrada-apuesta-por-retomar-la-agenda-internacional/RNKMRAIFHNBBBIITU4OAYRZR7E/,High,Fecha estimada (gira planificada ~22/6/2021). Reprogramada y concretada en sep-2021 (J113).,NA,Verificada-URL
CHL-SP2-J118,143,Sebastián Piñera,Chile,Canceled,2021-06-22,NA,NA,France,Europe,Paris,Bilateral,Working Visit,NA,Emmanuel Macron,Jefe de Estado/Gobierno,Gira europea para retomar agenda internacional; cancelada por alza de casos COVID-19 y cuarentena de la RM.,https://www.latercera.com/la-tercera-pm/noticia/como-se-gesto-y-cayo-la-gira-de-pinera-a-europa-y-su-frustrada-apuesta-por-retomar-la-agenda-internacional/RNKMRAIFHNBBBIITU4OAYRZR7E/,High,Fecha estimada (gira planificada ~22/6/2021). Reprogramada y concretada en sep-2021 (J113).,NA,Verificada-URL
CHL-SP2-J119,144,Sebastián Piñera,Chile,Canceled,2021-11-01,NA,NA,United Kingdom,Europe,Glasgow,Multilateral,Global Forum,NA,COP26,NA,Asistir a la cumbre climatica; no viajo y envio a la ministra Schmidt para la entrega de la presidencia de la COP.,https://www.gob.cl/noticias/chile-entrega-presidencia-de-la-cop-y-ministra-schmidt-destaca-impulso-la-accion-climatica-en-el-pais/,Medium,Sin comunicado oficial con justificacion textual de la inasistencia (BRECHA en pendientes).,Medio Ambiente/Clima,Verificada-URL
CHL-GB-J120,145,Gabriel Boric,Chile,Completed,2022-04-03,2022-04-05,3,Argentina,South America,Buenos Aires,Bilateral,State Visit,NA,Alberto Fernández,Jefe de Estado/Gobierno,"Primer viaje oficial (tradicion del primer destino); cooperacion energetica, DDHH, genero y comercio.",https://www.latercera.com/politica/noticia/boric-inicia-visita-de-estado-en-argentina-con-foco-en-cooperacion-economica-y-no-se-reuniria-con-cristina-fernandez/4RHD7F6WTVFPVJPXWI5MGKCOPU/,High,NA,NA,Verificada-URL
CHL-GB-J121,146,Gabriel Boric,Chile,Completed,2022-06-06,2022-06-06,1,Canada,North America,Ottawa,Bilateral,Working Visit,NA,Justin Trudeau,Jefe de Estado/Gobierno,Etapa canadiense de la gira norteamericana previa a la Cumbre de las Americas; reunion con Trudeau.,https://www.latercera.com/politica/noticia/boric-y-primer-ministro-de-canada-anuncian-que-defenderan-en-conjunto-la-proteccion-de-los-oceanos-en-la-cumbre-de-las-americas/KOA32R75LZDBDFPFF4UYGN7TVM/,High,"CORREGIDO 2026-07-08: ciudad confirmada (Ottawa, Parliament Hill) y fecha 06-06-2022 (declaracion conjunta oficial pm.gc.ca). Antes: 2022-06-05, ciudad NA.",NA,Verificada-URL
CHL-GB-J121,147,Gabriel Boric,Chile,Completed,2022-06-07,2022-06-10,4,United States,North America,Los Angeles,Multilateral,Regional Summit,TRUE,IX Cumbre de las Américas,NA,IX Cumbre de las Americas; bilateral con Biden y lanzamiento de coalicion oceanica.,https://www.cooperativa.cl/noticias/pais/presidente-boric/viajes-al-exterior/boric-ya-esta-en-los-angeles-para-asistir-a-la-cumbre-de-las-americas-y/2022-06-06/114143.html,High,NA,Cooperación Política General,Verificada-URL
